record_id,district_code,latitude,longitude,field_id,area_m2,crop_name,crop_type,season,agro_climatic_zone,N,P,K,ph,organic_carbon,soil_texture,soil_moisture_pct,groundwater_depth_m,avg_rainfall_mm,rainfall_mm,rainfall_30d_mm,rainfall_60d_mm,rainfall,avg_temp_c,temperature,humidity,et0_mm,kc_value,ndvi_mean,ndvi_max,ndvi_trend,ndvi_t1,ndvi_t2,ndvi_t3,ndvi_t4,ndvi_t5,ndvi_t6,evi_t1,evi_t2,ndwi_t1,ndwi_t2,sowing_day_of_year,growth_stage,irrigation_method,recommended_crop,yield_kg,water_required_m3,season_target,ndvi_seq_mean,ndvi_seq_std,ndvi_seq_slope
6424,MH048,18.89,72.27,FLD06424,15203,Chilli,Spice,Rabi,Coastal,267.0,43.0,184.0,7.6,0.79,6.0,30,8.0,962,232,91,185,209.0,23.5,23.5,71.0,3.7,1.05,0.65,0.7,0.022,0.59,0.59,0.63,0.67,0.7,0.7,0.52,0.49,0.25,0.27,323,15.0,2.0,Chilli,3302.0,0.0,Rabi,0.6466666666666666,0.04642796092394706,0.02628571428571428
6425,PB035,18.75,71.9,FLD06425,10017,Chilli,Spice,Rabi,Coastal,320.0,34.0,214.0,7.4,0.82,4.0,38,6.5,2096,652,341,595,560.0,23.3,23.3,81.0,4.0,1.05,0.63,0.71,0.026,0.57,0.59,0.59,0.65,0.71,0.7,0.48,0.49,0.32,0.34,327,8.0,0.0,Chilli,2166.0,0.0,Rabi,0.6349999999999999,0.055302200076790195,0.030571428571428586
6426,MH021,11.91,82.03,FLD06426,12895,Chilli,Spice,Rabi,Plateau,224.0,33.0,190.0,7.2,0.72,6.0,29,12.1,762,210,94,181,198.0,21.2,21.2,69.0,3.4,1.05,0.64,0.71,0.022,0.6,0.57,0.59,0.67,0.69,0.71,0.51,0.5,0.24,0.34,309,1.0,1.0,Chilli,2652.0,0.0,Rabi,0.6383333333333333,0.053670807293682066,0.02828571428571429
6427,UP044,28.64,73.39,FLD06427,10086,Chilli,Spice,Kharif,Semi-Arid,224.0,46.0,184.0,6.2,0.98,2.0,24,13.2,627,532,169,393,504.0,28.3,28.3,64.0,5.8,1.05,0.63,0.67,0.02,0.57,0.59,0.59,0.67,0.67,0.67,0.49,0.51,0.32,0.27,159,7.0,0.0,Chilli,1995.0,0.0,Kharif,0.6266666666666666,0.04384315479321972,0.02342857142857144
6428,MH016,30.92,92.51,FLD06428,7898,Chilli,Spice,Rabi,Mountain,275.0,28.0,230.0,6.2,0.58,4.0,34,8.6,2326,828,343,661,783.0,15.9,15.9,63.0,3.8,1.05,0.64,0.69,0.018,0.6,0.6,0.61,0.67,0.66,0.69,0.51,0.51,0.33,0.25,328,10.0,2.0,Chilli,1716.0,0.0,Rabi,0.6383333333333333,0.036247605284885916,0.01971428571428567
6429,AP031,13.41,70.63,FLD06429,17236,Chilli,Spice,Kharif,Semi-Arid,287.0,35.0,211.0,6.9,0.84,2.0,21,12.2,805,755,245,589,658.0,31.2,31.2,66.0,5.0,1.05,0.65,0.71,0.016,0.61,0.6,0.64,0.64,0.71,0.69,0.51,0.52,0.29,0.3,162,10.0,0.0,Chilli,3361.0,0.0,Kharif,0.6483333333333333,0.039756201472921866,0.02085714285714289
6430,RJ031,23.91,77.25,FLD06430,16002,Chilli,Spice,Kharif,Semi-Arid,254.0,41.0,233.0,7.3,0.63,1.0,20,16.0,819,635,259,491,542.0,28.8,28.8,68.0,4.9,1.05,0.65,0.71,0.022,0.6,0.6,0.63,0.68,0.71,0.71,0.5,0.5,0.3,0.26,148,10.0,0.0,Chilli,3567.0,0.0,Kharif,0.655,0.04716990566028302,0.026571428571428548
6431,RJ030,29.83,83.72,FLD06431,14911,Chilli,Spice,Kharif,Mountain,187.0,51.0,184.0,6.8,0.61,1.0,32,8.3,2122,1652,552,1156,1446.0,23.2,23.2,80.0,5.3,1.05,0.65,0.71,0.028,0.57,0.6,0.64,0.66,0.69,0.71,0.49,0.5,0.34,0.34,169,10.0,1.0,Chilli,2999.0,0.0,Kharif,0.645,0.04856267428111155,0.02828571428571428
6432,MH033,21.66,79.39,FLD06432,10856,Chilli,Spice,Rabi,Coastal,281.0,51.0,172.0,7.1,0.62,6.0,28,7.5,2471,605,246,437,536.0,24.2,24.2,80.0,4.0,1.05,0.64,0.71,0.028,0.57,0.59,0.61,0.67,0.67,0.71,0.48,0.49,0.34,0.34,330,3.0,1.0,Chilli,2444.0,0.0,Rabi,0.6366666666666666,0.049888765156985905,0.02857142857142852
6433,PB026,16.39,78.83,FLD06433,18406,Chilli,Spice,Kharif,Plateau,299.0,30.0,216.0,7.6,0.5,3.0,29,9.3,690,575,172,371,533.0,31.6,31.6,62.0,5.5,1.05,0.65,0.72,0.02,0.62,0.6,0.59,0.64,0.7,0.72,0.52,0.52,0.26,0.33,156,7.0,0.0,Chilli,4066.0,0.0,Kharif,0.645,0.04890466917040403,0.024285714285714275
6434,KA033,30.4,79.39,FLD06434,5309,Chilli,Spice,Kharif,Mountain,299.0,31.0,184.0,7.7,0.84,5.0,27,13.6,2681,2166,666,1687,1988.0,18.5,18.5,68.0,5.2,1.05,0.64,0.71,0.028,0.57,0.6,0.6,0.68,0.67,0.71,0.47,0.49,0.25,0.26,159,1.0,1.0,Chilli,1105.0,0.0,Kharif,0.6383333333333333,0.05079916884709392,0.028285714285714317
6435,MH045,15.8,77.47,FLD06435,12442,Chilli,Spice,Kharif,Humid,189.0,37.0,170.0,6.8,0.62,0.0,36,6.0,3097,2660,841,1988,2463.0,28.1,28.1,79.0,5.3,1.05,0.64,0.7,0.01,0.61,0.6,0.6,0.68,0.7,0.66,0.51,0.5,0.31,0.31,164,13.0,0.0,Chilli,2642.0,0.0,Kharif,0.6416666666666667,0.040173235977313176,0.018000000000000054
6436,HR036,10.45,79.69,FLD06436,6469,Chilli,Spice,Rabi,Humid,212.0,46.0,185.0,6.1,0.78,6.0,28,8.2,1623,487,188,361,436.0,22.4,22.4,83.0,4.1,1.05,0.63,0.69,0.02,0.59,0.59,0.59,0.67,0.67,0.69,0.52,0.51,0.28,0.32,329,6.0,0.0,Chilli,1389.0,0.0,Rabi,0.6333333333333333,0.0438431547932197,0.02342857142857145
6437,RJ031,10.36,78.96,FLD06437,9461,Chilli,Spice,Rabi,Humid,306.0,45.0,192.0,7.8,0.9,2.0,33,5.1,1882,724,303,673,632.0,20.7,20.7,77.0,4.1,1.05,0.64,0.71,0.022,0.6,0.61,0.59,0.69,0.66,0.71,0.52,0.54,0.3,0.3,332,13.0,2.0,Chilli,2138.0,0.0,Rabi,0.6433333333333333,0.04606758320361751,0.022857142857142815
6438,PB028,20.68,75.22,FLD06438,19852,Chilli,Spice,Kharif,Sub-Humid,247.0,36.0,207.0,7.1,0.57,2.0,27,9.2,1063,843,285,522,794.0,27.0,27.0,70.0,6.0,1.05,0.64,0.71,0.018,0.58,0.57,0.64,0.68,0.71,0.67,0.48,0.49,0.29,0.34,148,14.0,1.0,Chilli,4291.0,0.0,Kharif,0.6416666666666667,0.05145116346811046,0.02599999999999999
6439,MH001,17.92,78.41,FLD06439,18384,Chilli,Spice,Rabi,Plateau,224.0,28.0,190.0,6.7,0.9,1.0,23,13.9,913,323,175,271,297.0,25.4,25.4,67.0,3.6,1.05,0.64,0.7,0.02,0.6,0.61,0.59,0.66,0.68,0.7,0.51,0.52,0.26,0.24,318,11.0,1.0,Chilli,3675.0,0.0,Rabi,0.64,0.042031734043061646,0.022285714285714256
6440,RJ032,23.08,80.33,FLD06440,18770,Chilli,Spice,Rabi,Sub-Humid,251.0,33.0,216.0,7.7,0.54,2.0,20,8.1,857,324,138,246,303.0,23.5,23.5,68.0,4.2,1.05,0.64,0.69,0.02,0.57,0.61,0.64,0.63,0.69,0.67,0.48,0.52,0.32,0.32,316,4.0,0.0,Chilli,3998.0,0.0,Rabi,0.6349999999999999,0.039051248379533283,0.02085714285714287
6441,TN019,26.27,74.87,FLD06441,17602,Chilli,Spice,Rabi,Humid,193.0,34.0,198.0,7.3,0.64,3.0,35,9.7,2864,756,272,600,680.0,20.2,20.2,78.0,4.4,1.05,0.64,0.72,0.026,0.59,0.58,0.61,0.64,0.68,0.72,0.5,0.5,0.28,0.31,327,0.0,0.0,Chilli,3672.0,0.0,Rabi,0.6366666666666667,0.0498887651569859,0.027999999999999997
6442,PB031,22.87,85.06,FLD06442,18158,Chilli,Spice,Rabi,Sub-Humid,276.0,46.0,205.0,6.1,0.61,6.0,20,12.4,1146,283,148,254,255.0,23.2,23.2,74.0,3.6,1.05,0.64,0.68,0.016,0.59,0.6,0.61,0.67,0.68,0.67,0.51,0.5,0.3,0.3,324,1.0,0.0,Chilli,3724.0,0.0,Rabi,0.6366666666666666,0.037267799624996524,0.02000000000000005
6443,GJ010,13.65,83.51,FLD06443,11523,Chilli,Spice,Rabi,Sub-Humid,294.0,46.0,198.0,6.7,0.83,1.0,28,10.2,1025,349,174,267,305.0,22.3,22.3,72.0,4.4,1.05,0.64,0.69,0.014,0.62,0.61,0.61,0.65,0.66,0.69,0.53,0.53,0.29,0.29,327,5.0,2.0,Chilli,2375.0,0.0,Rabi,0.64,0.02943920288775948,0.015428571428571432
6444,UP029,17.79,81.6,FLD06444,7882,Chilli,Spice,Kharif,Semi-Arid,185.0,42.0,211.0,7.5,0.93,0.0,20,14.0,505,467,204,344,419.0,30.8,30.8,55.0,5.9,1.05,0.63,0.68,0.02,0.58,0.6,0.62,0.65,0.66,0.68,0.49,0.5,0.28,0.25,146,12.0,0.0,Chilli,1581.0,0.0,Kharif,0.6316666666666667,0.03484090826727815,0.020285714285714306
6445,PB027,19.57,76.72,FLD06445,9224,Chilli,Spice,Rabi,Semi-Arid,197.0,41.0,207.0,6.4,0.85,1.0,24,17.7,736,192,69,170,169.0,25.7,25.7,56.0,4.5,1.05,0.63,0.69,0.02,0.59,0.57,0.59,0.66,0.67,0.69,0.5,0.49,0.29,0.28,306,1.0,1.0,Chilli,2262.0,0.0,Rabi,0.6283333333333333,0.04633812924819283,0.02485714285714284
6446,AP035,16.96,86.45,FLD06446,19316,Chilli,Spice,Rabi,Plateau,219.0,32.0,211.0,6.9,0.79,6.0,38,10.2,835,183,92,163,170.0,21.2,21.2,70.0,3.7,1.05,0.63,0.7,0.028,0.56,0.58,0.6,0.64,0.7,0.7,0.48,0.49,0.32,0.3,305,13.0,0.0,Chilli,4098.0,0.0,Rabi,0.63,0.055075705472860996,0.03142857142857138
6447,UP031,34.76,94.35,FLD06447,17927,Chilli,Spice,Kharif,Mountain,264.0,36.0,224.0,6.2,0.83,2.0,24,11.4,2067,1894,688,1230,1649.0,19.4,19.4,75.0,5.4,1.05,0.62,0.69,0.026,0.56,0.57,0.59,0.65,0.67,0.69,0.47,0.49,0.26,0.28,159,14.0,1.0,Chilli,3329.0,0.0,Kharif,0.6216666666666666,0.050470013099089064,0.028857142857142845
6448,HR032,23.53,82.02,FLD06448,13561,Chilli,Spice,Kharif,Semi-Arid,317.0,47.0,226.0,7.5,0.54,0.0,23,17.0,828,703,214,435,645.0,28.4,28.4,55.0,5.2,1.05,0.65,0.7,0.014,0.61,0.6,0.64,0.67,0.7,0.68,0.52,0.51,0.31,0.25,141,0.0,0.0,Chilli,2855.0,0.0,Kharif,0.65,0.03651483716701108,0.019428571428571403
6449,GJ033,19.76,88.22,FLD06449,13882,Chilli,Spice,Kharif,Arid,289.0,33.0,239.0,7.8,0.64,4.0,22,19.4,361,325,109,214,283.0,32.8,32.8,57.0,5.7,1.05,0.64,0.69,0.012,0.61,0.58,0.64,0.69,0.66,0.67,0.53,0.48,0.3,0.31,152,11.0,0.0,Chilli,3030.0,0.0,Kharif,0.6416666666666667,0.03715582801601326,0.01685714285714284
6450,UP033,11.65,73.01,FLD06450,8311,Chilli,Spice,Rabi,Coastal,248.0,30.0,176.0,5.9,0.75,0.0,38,9.0,2113,660,329,608,569.0,24.7,24.7,81.0,3.5,1.05,0.64,0.71,0.014,0.61,0.57,0.62,0.66,0.71,0.68,0.51,0.47,0.29,0.33,335,11.0,0.0,Chilli,1742.0,0.0,Rabi,0.6416666666666667,0.04669641908707301,0.023142857142857146
6451,GJ007,23.14,79.96,FLD06451,18794,Turmeric,Spice,Kharif,Semi-Arid,303.0,40.0,238.0,5.8,0.59,5.0,32,15.7,588,457,202,346,392.0,30.0,30.0,66.0,5.3,1.09,0.65,0.71,0.008,0.62,0.6,0.62,0.69,0.71,0.66,0.51,0.51,0.33,0.24,162,10.0,1.0,Turmeric,11974.0,0.0,Kharif,0.65,0.03999999999999999,0.017142857142857102
6452,MH006,19.17,70.5,FLD06452,10898,Turmeric,Spice,Kharif,Semi-Arid,274.0,45.0,180.0,7.2,0.67,1.0,22,11.3,578,519,164,374,457.0,28.0,28.0,65.0,5.9,1.09,0.66,0.72,0.026,0.59,0.62,0.65,0.67,0.68,0.72,0.51,0.51,0.26,0.3,160,13.0,0.0,Turmeric,6088.0,0.0,Kharif,0.6549999999999999,0.04193248541803042,0.024285714285714303
6453,RJ029,10.15,73.54,FLD06453,10737,Turmeric,Spice,Kharif,Sub-Humid,240.0,39.0,184.0,7.1,0.7,2.0,32,12.3,1044,865,309,660,756.0,29.6,29.6,70.0,5.3,1.09,0.64,0.7,0.026,0.57,0.6,0.6,0.68,0.66,0.7,0.48,0.5,0.32,0.29,151,6.0,1.0,Turmeric,5559.0,0.0,Kharif,0.6350000000000001,0.04752192476461086,0.026000000000000023
6454,PB042,26.74,77.99,FLD06454,12045,Turmeric,Spice,Kharif,Sub-Humid,226.0,36.0,237.0,5.9,0.89,0.0,30,8.1,1181,978,396,595,876.0,27.3,27.3,71.0,6.0,1.09,0.65,0.71,0.02,0.61,0.57,0.65,0.63,0.7,0.71,0.52,0.47,0.28,0.32,166,5.0,0.0,Turmeric,7298.0,0.0,Kharif,0.645,0.04890466917040403,0.024857142857142887
6455,KA027,25.82,78.56,FLD06455,19166,Turmeric,Spice,Kharif,Mountain,308.0,35.0,183.0,6.5,0.53,2.0,31,9.0,3012,2568,968,1586,2390.0,22.6,22.6,70.0,6.0,1.09,0.63,0.71,0.016,0.59,0.57,0.59,0.64,0.71,0.67,0.51,0.5,0.29,0.3,158,13.0,1.0,Turmeric,10212.0,0.0,Kharif,0.6283333333333333,0.049805175991613125,0.02485714285714284
6456,HR040,17.07,79.19,FLD06456,5941,Turmeric,Spice,Kharif,Arid,291.0,44.0,190.0,7.7,0.74,4.0,20,17.7,420,320,113,232,301.0,31.0,31.0,48.0,5.1,1.09,0.65,0.71,0.02,0.61,0.6,0.61,0.65,0.69,0.71,0.51,0.5,0.24,0.32,156,1.0,0.0,Turmeric,3376.0,0.0,Kharif,0.6449999999999999,0.042328083664000975,0.023142857142857087
6457,TN037,14.08,86.73,FLD06457,5236,Turmeric,Spice,Kharif,Semi-Arid,192.0,42.0,219.0,6.5,0.63,0.0,37,16.4,712,614,232,484,555.0,30.5,30.5,65.0,5.8,1.09,0.64,0.68,0.016,0.6,0.6,0.6,0.68,0.66,0.68,0.51,0.52,0.33,0.29,169,13.0,1.0,Turmeric,2792.0,0.0,Kharif,0.6366666666666667,0.03726779962499653,0.01885714285714287
6458,RJ042,21.21,87.96,FLD06458,19880,Turmeric,Spice,Kharif,Arid,255.0,45.0,238.0,7.5,0.87,6.0,36,15.7,344,259,109,190,222.0,35.0,35.0,47.0,5.4,1.09,0.63,0.67,0.018,0.58,0.6,0.6,0.65,0.67,0.67,0.49,0.52,0.32,0.26,149,15.0,1.0,Turmeric,13730.0,0.0,Kharif,0.6283333333333333,0.03624760528488594,0.020285714285714282
6459,GJ048,29.83,70.51,FLD06459,16773,Turmeric,Spice,Kharif,Humid,308.0,49.0,175.0,6.9,0.62,4.0,22,9.4,1420,1289,453,829,1142.0,27.1,27.1,85.0,6.1,1.09,0.64,0.71,0.024,0.59,0.6,0.62,0.67,0.66,0.71,0.51,0.52,0.26,0.29,147,1.0,0.0,Turmeric,9590.0,0.0,Kharif,0.6416666666666667,0.04219662967057388,0.02371428571428571
6460,KA008,14.76,84.91,FLD06460,11378,Turmeric,Spice,Kharif,Arid,229.0,39.0,190.0,6.6,0.59,4.0,21,15.6,293,230,95,142,208.0,33.0,33.0,52.0,4.9,1.09,0.65,0.71,0.012,0.61,0.59,0.61,0.69,0.71,0.67,0.54,0.51,0.29,0.34,156,10.0,0.0,Turmeric,7410.0,0.0,Kharif,0.6466666666666666,0.04533823502911814,0.021142857142857133
6461,AP035,27.48,76.11,FLD06461,17891,Turmeric,Spice,Kharif,Mountain,214.0,49.0,232.0,6.3,0.78,3.0,29,14.4,1236,1064,427,647,919.0,18.0,18.0,69.0,6.3,1.09,0.63,0.69,0.026,0.56,0.58,0.64,0.67,0.66,0.69,0.49,0.48,0.34,0.31,146,13.0,0.0,Turmeric,10841.0,0.0,Kharif,0.6333333333333334,0.04749268949591668,0.02628571428571427
6462,AP021,29.71,83.29,FLD06462,6476,Turmeric,Spice,Kharif,Sub-Humid,185.0,39.0,236.0,6.9,0.87,3.0,22,12.0,1187,1016,311,630,962.0,27.5,27.5,73.0,5.0,1.09,0.65,0.71,0.024,0.58,0.58,0.63,0.68,0.71,0.7,0.48,0.5,0.34,0.33,143,14.0,1.0,Turmeric,3825.0,0.0,Kharif,0.6466666666666666,0.053437398472938,0.0297142857142857
6463,AP019,19.81,75.03,FLD06463,15530,Turmeric,Spice,Kharif,Humid,221.0,52.0,211.0,6.3,0.8,1.0,34,5.2,2801,2644,1144,1810,2356.0,28.9,28.9,79.0,5.1,1.09,0.63,0.69,0.016,0.6,0.57,0.59,0.67,0.69,0.68,0.49,0.48,0.29,0.28,166,2.0,2.0,Turmeric,9419.0,0.0,Kharif,0.6333333333333333,0.047842333648024434,0.02399999999999998
6464,MP006,34.66,87.79,FLD06464,19735,Turmeric,Spice,Kharif,Mountain,241.0,33.0,240.0,6.4,0.79,1.0,22,14.7,1550,1231,443,738,1130.0,18.8,18.8,76.0,5.5,1.09,0.64,0.69,0.02,0.58,0.59,0.6,0.69,0.69,0.68,0.49,0.49,0.33,0.32,155,11.0,0.0,Turmeric,11404.0,0.0,Kharif,0.6383333333333333,0.04879093722768149,0.02542857142857142
6465,MP040,31.17,76.98,FLD06465,6201,Turmeric,Spice,Kharif,Mountain,252.0,49.0,227.0,7.1,0.51,3.0,30,8.8,1757,1598,629,1192,1500.0,19.7,19.7,66.0,5.2,1.09,0.64,0.71,0.028,0.57,0.57,0.65,0.66,0.7,0.71,0.47,0.5,0.27,0.27,166,9.0,0.0,Turmeric,3604.0,0.0,Kharif,0.6433333333333334,0.05587684871413405,0.03142857142857142
6466,RJ020,11.89,85.31,FLD06466,8448,Turmeric,Spice,Kharif,Arid,293.0,38.0,182.0,7.0,0.95,3.0,20,17.3,295,239,78,170,204.0,34.0,34.0,56.0,5.2,1.09,0.64,0.68,0.016,0.6,0.57,0.64,0.68,0.68,0.68,0.5,0.47,0.25,0.26,170,16.0,0.0,Turmeric,6282.0,0.0,Kharif,0.6416666666666667,0.04336537277085899,0.02200000000000005
6467,MH014,27.41,82.74,FLD06467,12829,Turmeric,Spice,Kharif,Mountain,250.0,33.0,213.0,6.1,0.87,5.0,38,11.0,905,694,293,535,646.0,17.9,17.9,74.0,5.5,1.09,0.65,0.69,0.016,0.61,0.62,0.63,0.69,0.67,0.69,0.53,0.53,0.31,0.26,166,4.0,0.0,Turmeric,7821.0,0.0,Kharif,0.6516666666666666,0.03287180487219335,0.017428571428571356
6468,TN039,21.81,78.92,FLD06468,6905,Turmeric,Spice,Kharif,Humid,286.0,31.0,220.0,7.5,0.79,5.0,38,9.8,1671,1288,542,850,1156.0,26.0,26.0,75.0,5.2,1.09,0.64,0.69,0.014,0.62,0.6,0.62,0.65,0.68,0.69,0.51,0.51,0.3,0.29,153,5.0,1.0,Turmeric,4055.0,0.0,Kharif,0.6433333333333333,0.03299831645537222,0.01771428571428566
6469,MH028,16.02,77.84,FLD06469,18419,Turmeric,Spice,Kharif,Coastal,292.0,45.0,216.0,7.8,0.81,5.0,32,6.1,2354,1934,741,1462,1804.0,28.5,28.5,80.0,5.1,1.09,0.62,0.66,0.01,0.61,0.59,0.59,0.64,0.66,0.66,0.53,0.49,0.33,0.28,147,2.0,1.0,Turmeric,11754.0,0.0,Kharif,0.6250000000000001,0.02986078811194822,0.014571428571428536
6470,GJ040,26.19,92.14,FLD06470,19276,Turmeric,Spice,Kharif,Mountain,251.0,31.0,235.0,6.2,0.68,1.0,29,10.5,1548,1424,430,879,1341.0,22.1,22.1,80.0,5.8,1.09,0.65,0.71,0.018,0.62,0.62,0.6,0.65,0.68,0.71,0.52,0.52,0.28,0.23,147,1.0,1.0,Turmeric,11757.0,0.0,Kharif,0.6466666666666666,0.038151743807531995,0.019428571428571365
6471,PB050,13.61,88.84,FLD06471,12281,Turmeric,Spice,Kharif,Arid,268.0,42.0,187.0,7.4,0.86,1.0,27,16.7,439,415,185,290,385.0,35.7,35.7,54.0,5.9,1.09,0.65,0.71,0.026,0.58,0.6,0.64,0.68,0.7,0.71,0.5,0.5,0.32,0.31,140,13.0,0.0,Turmeric,6791.0,0.0,Kharif,0.6516666666666667,0.049131343243278926,0.028285714285714265
6472,KA034,15.13,69.06,FLD06472,16093,Turmeric,Spice,Kharif,Coastal,278.0,30.0,215.0,7.4,0.67,3.0,28,7.3,2719,2558,848,1727,2281.0,29.1,29.1,78.0,6.3,1.09,0.63,0.71,0.024,0.59,0.58,0.59,0.64,0.68,0.71,0.49,0.51,0.3,0.32,143,13.0,1.0,Turmeric,10132.0,0.0,Kharif,0.6316666666666667,0.04946940693218612,0.02714285714285717
6473,AP043,11.05,74.9,FLD06473,17735,Turmeric,Spice,Kharif,Sub-Humid,248.0,28.0,218.0,6.8,0.9,6.0,28,9.9,974,923,382,641,806.0,27.5,27.5,75.0,5.9,1.09,0.63,0.68,0.02,0.57,0.57,0.63,0.65,0.68,0.67,0.48,0.5,0.32,0.3,152,5.0,2.0,Turmeric,10224.0,0.0,Kharif,0.6283333333333333,0.04412734098291246,0.024285714285714327
6474,UP011,24.29,81.38,FLD06474,5568,Turmeric,Spice,Kharif,Sub-Humid,210.0,46.0,210.0,5.8,0.89,0.0,23,9.9,1006,781,247,621,674.0,27.8,27.8,72.0,5.9,1.09,0.62,0.67,0.022,0.56,0.59,0.59,0.65,0.66,0.67,0.47,0.5,0.28,0.34,167,8.0,0.0,Turmeric,3147.0,0.0,Kharif,0.62,0.04163331998932267,0.023428571428571396
6475,TN043,16.13,71.26,FLD06475,8422,Turmeric,Spice,Kharif,Humid,190.0,48.0,198.0,6.3,0.78,1.0,33,7.9,2895,2674,891,2120,2513.0,28.6,28.6,84.0,6.2,1.09,0.63,0.66,0.014,0.59,0.61,0.61,0.65,0.66,0.66,0.49,0.5,0.32,0.33,150,13.0,0.0,Turmeric,5268.0,0.0,Kharif,0.63,0.02768874620972694,0.01542857142857145
6476,TN013,20.52,89.11,FLD06476,7360,Turmeric,Spice,Kharif,Humid,282.0,29.0,230.0,7.8,0.92,3.0,31,6.3,1823,1549,500,1008,1448.0,26.6,26.6,75.0,5.7,1.09,0.65,0.71,0.02,0.61,0.58,0.64,0.64,0.7,0.71,0.51,0.48,0.33,0.26,161,16.0,1.0,Turmeric,4315.0,0.0,Kharif,0.6466666666666666,0.0460675832036175,0.02457142857142857
6477,UP043,29.45,89.7,FLD06477,16756,Turmeric,Spice,Kharif,Mountain,227.0,44.0,211.0,6.7,0.64,4.0,31,14.4,1853,1609,502,1239,1480.0,17.3,17.3,66.0,4.9,1.09,0.65,0.7,0.014,0.61,0.61,0.6,0.67,0.7,0.68,0.5,0.53,0.31,0.24,142,11.0,2.0,Turmeric,10180.0,0.0,Kharif,0.6449999999999999,0.03947573094109005,0.019714285714285698
6478,MP017,13.77,76.12,FLD06478,11638,Turmeric,Spice,Kharif,Coastal,219.0,44.0,218.0,7.8,0.53,3.0,33,7.6,858,732,232,554,624.0,28.3,28.3,79.0,6.2,1.09,0.64,0.68,0.02,0.58,0.62,0.65,0.66,0.67,0.68,0.5,0.54,0.29,0.29,149,6.0,1.0,Turmeric,7017.0,0.0,Kharif,0.6433333333333334,0.03399346342395193,0.018857142857142847
6479,MH017,34.2,83.54,FLD06479,6933,Turmeric,Spice,Kharif,Mountain,205.0,36.0,178.0,5.9,0.63,0.0,29,10.2,1594,1372,478,941,1187.0,25.8,25.8,78.0,5.3,1.09,0.64,0.68,0.012,0.61,0.6,0.63,0.68,0.67,0.67,0.51,0.5,0.32,0.24,166,3.0,2.0,Turmeric,3537.0,0.0,Kharif,0.6433333333333333,0.03144660377352204,0.016000000000000018
6480,UP042,18.5,74.43,FLD06480,19588,Turmeric,Spice,Kharif,Coastal,188.0,47.0,193.0,6.7,0.57,2.0,36,8.4,2795,2139,772,1402,2030.0,30.7,30.7,81.0,5.6,1.09,0.64,0.71,0.014,0.61,0.57,0.63,0.65,0.71,0.68,0.52,0.47,0.29,0.27,142,10.0,1.0,Turmeric,10724.0,0.0,Kharif,0.6416666666666667,0.04561310727801337,0.022571428571428596
6481,HR050,18.67,88.97,FLD06481,19837,Turmeric,Spice,Kharif,Arid,304.0,42.0,199.0,7.1,0.61,5.0,36,22.3,360,326,106,219,290.0,31.5,31.5,49.0,5.0,1.09,0.64,0.71,0.024,0.59,0.57,0.61,0.68,0.68,0.71,0.51,0.49,0.31,0.26,143,5.0,1.0,Turmeric,11066.0,0.0,Kharif,0.64,0.05228129047119376,0.028571428571428595
6482,RJ008,14.37,69.5,FLD06482,8772,Turmeric,Spice,Kharif,Coastal,311.0,35.0,236.0,6.2,0.69,1.0,21,8.3,2679,2315,994,1643,2037.0,29.0,29.0,79.0,5.3,1.09,0.64,0.71,0.02,0.61,0.58,0.65,0.65,0.66,0.71,0.5,0.5,0.32,0.29,150,5.0,2.0,Turmeric,5789.0,0.0,Kharif,0.6433333333333333,0.040688518719112346,0.021142857142857158
6483,AP005,22.1,76.36,FLD06483,16230,Turmeric,Spice,Kharif,Sub-Humid,230.0,48.0,234.0,7.8,0.7,3.0,23,8.2,1194,966,396,698,901.0,27.2,27.2,73.0,6.1,1.09,0.63,0.7,0.018,0.58,0.57,0.59,0.68,0.7,0.67,0.5,0.49,0.33,0.26,145,11.0,1.0,Turmeric,9176.0,0.0,Kharif,0.6316666666666667,0.05273097339852127,0.026571428571428586
6484,HR008,25.76,82.11,FLD06484,5484,Turmeric,Spice,Kharif,Arid,257.0,31.0,206.0,6.1,0.68,4.0,20,24.7,358,332,129,200,296.0,31.0,31.0,58.0,5.6,1.09,0.64,0.71,0.022,0.6,0.59,0.63,0.65,0.66,0.71,0.5,0.51,0.27,0.34,144,12.0,1.0,Turmeric,2970.0,0.0,Kharif,0.64,0.04,0.022285714285714256
6485,PB048,13.91,74.59,FLD06485,19426,Turmeric,Spice,Kharif,Coastal,308.0,36.0,178.0,7.5,0.61,6.0,32,10.8,2313,1910,753,1155,1791.0,28.5,28.5,80.0,5.5,1.09,0.64,0.69,0.018,0.59,0.59,0.6,0.69,0.69,0.68,0.49,0.49,0.25,0.28,148,7.0,0.0,Turmeric,11357.0,0.0,Kharif,0.64,0.0469041575982343,0.024000000000000014
6486,GJ029,32.3,92.57,FLD06486,8811,Turmeric,Spice,Kharif,Mountain,281.0,35.0,200.0,6.5,0.59,2.0,32,12.2,1258,996,376,615,908.0,18.0,18.0,67.0,5.5,1.09,0.65,0.71,0.018,0.62,0.61,0.64,0.66,0.68,0.71,0.53,0.54,0.29,0.31,140,0.0,2.0,Turmeric,4854.0,0.0,Kharif,0.6533333333333334,0.03448026810929533,0.01942857142857139
