crop,temperature,humidity,rainfall,growth_duration,area,water_requirement
Chickpea,42.66,80.82,15.15,100,1.0,1.0
Maize,23.43,53.4,9.59,110,1.0,1.0
Wheat,25.56,60.89,1.98,120,1.0,1.49
Chickpea,30.55,75.63,15.07,100,1.0,1.0
Rice,32.49,43.04,6.61,150,1.0,1.71
Onion,20.95,88.62,3.05,130,1.0,1.0
Potato,26.97,69.87,0.99,100,1.0,1.78
Banana,40.29,83.22,6.66,365,1.0,1.2
Chickpea,34.2,39.46,16.57,100,1.0,1.0
Onion,37.91,20.87,17.68,130,1.0,1.0
Onion,28.21,30.33,8.53,130,1.0,1.0
Cotton,17.25,57.7,11.95,180,1.0,1.0
Banana,34.33,85.03,8.68,365,1.0,1.0
Chickpea,25.18,28.4,19.67,100,1.0,1.0
Maize,34.74,37.31,0.75,110,1.0,3.75
Onion,41.24,28.43,0.65,130,1.0,4.34
Potato,36.76,89.36,1.14,100,1.0,2.06
Cotton,17.86,22.21,3.18,180,1.0,1.0
Rice,16.76,89.75,13.58,150,1.0,1.0
Maize,21.26,33.27,2.59,110,1.0,1.45
Cotton,19.88,66.26,0.2,180,1.0,1.88
Chickpea,15.75,31.38,11.56,100,1.0,1.0
Chickpea,43.55,82.34,10.37,100,1.0,1.0
Rice,22.39,78.96,1.12,150,1.0,2.24
Sugarcane,34.02,40.65,3.94,365,1.0,2.91
Chickpea,17.15,29.6,13.43,100,1.0,1.0
Sugarcane,32.6,34.93,7.94,365,1.0,1.0
Onion,36.33,23.17,3.26,130,1.0,2.52
Banana,24.09,83.44,14.59,365,1.0,1.0
Rice,31.74,64.01,12.34,150,1.0,1.0
Onion,40.44,29.23,15.11,130,1.0,1.0
Chickpea,28.17,36.04,4.35,100,1.0,1.0
Potato,44.62,86.91,13.19,100,1.0,1.0
Maize,20.2,62.49,19.05,110,1.0,1.0
Rice,23.03,50.75,6.28,150,1.0,1.0
Potato,24.47,53.2,13.22,100,1.0,1.0
Tomato,39.68,37.71,5.64,120,1.0,1.96
Wheat,21.08,49.83,5.52,120,1.0,1.0
Sugarcane,22.19,28.57,1.18,365,1.0,3.0
Sugarcane,28.36,24.2,16.22,365,1.0,1.0
Onion,18.63,31.96,18.47,130,1.0,1.0
Chickpea,28.87,56.6,19.11,100,1.0,1.0
Rice,25.72,27.72,6.23,150,1.0,1.32
Wheat,28.12,88.24,8.6,120,1.0,1.0
Cotton,32.91,85.52,1.79,180,1.0,1.68
Banana,23.76,85.4,13.56,365,1.0,1.0
Potato,22.69,72.02,3.29,100,1.0,1.0
Maize,16.56,57.22,14.39,110,1.0,1.0
Onion,32.87,57.44,8.08,130,1.0,1.0
Banana,27.16,36.42,2.57,365,1.0,2.93
Maize,31.77,45.11,13.29,110,1.0,1.0
Rice,27.95,48.66,3.76,150,1.0,2.3
Wheat,26.23,55.61,13.84,120,1.0,1.0
Sugarcane,32.11,27.74,9.33,365,1.0,1.0
Potato,40.74,55.57,10.68,100,1.0,1.0
Maize,15.03,31.31,8.61,110,1.0,1.0
Cotton,30.93,36.42,17.09,180,1.0,1.0
Banana,17.44,48.97,15.21,365,1.0,1.0
Wheat,39.55,41.73,8.82,120,1.0,1.0
Onion,19.8,81.69,18.25,130,1.0,1.0
Chickpea,25.98,89.3,9.26,100,1.0,1.0
Banana,21.72,89.69,16.8,365,1.0,1.0
Chickpea,40.08,39.43,18.23,100,1.0,1.0
Tomato,16.7,33.41,6.78,120,1.0,1.0
Sugarcane,43.01,67.79,8.5,365,1.0,1.05
Rice,25.32,42.87,1.63,150,1.0,3.17
Sugarcane,20.2,23.9,11.9,365,1.0,1.0
Sugarcane,42.93,28.26,14.39,365,1.0,1.0
Rice,43.58,57.04,19.75,150,1.0,1.0
Onion,17.81,61.89,1.2,130,1.0,1.2
Sugarcane,21.42,23.22,0.09,365,1.0,3.57
Banana,37.25,69.54,3.03,365,1.0,3.1
Onion,44.4,48.63,0.52,130,1.0,4.25
Maize,40.19,30.42,7.04,110,1.0,1.54
Wheat,43.12,84.51,14.61,120,1.0,1.0
Rice,33.07,60.87,4.39,150,1.0,2.33
Sugarcane,24.81,85.78,16.31,365,1.0,1.0
Potato,23.03,46.86,13.01,100,1.0,1.0
Wheat,36.46,82.81,12.62,120,1.0,1.0
Rice,39.15,47.13,12.35,150,1.0,1.0
Rice,42.46,46.61,5.07,150,1.0,4.09
Sugarcane,31.71,33.84,17.33,365,1.0,1.0
Cotton,37.81,49.18,5.58,180,1.0,1.16
Banana,32.64,30.32,1.7,365,1.0,4.36
Wheat,26.65,83.58,15.16,120,1.0,1.0
Maize,29.09,63.68,10.26,110,1.0,1.0
Banana,19.94,77.47,9.06,365,1.0,1.0
Cotton,21.02,60.58,6.92,180,1.0,1.0
Sugarcane,20.78,44.01,2.48,365,1.0,1.88
Maize,42.2,25.7,2.74,110,1.0,4.15
Tomato,42.35,29.36,18.83,120,1.0,1.0
Sugarcane,33.32,51.01,14.14,365,1.0,1.0
Wheat,37.65,39.37,0.74,120,1.0,3.82
Banana,40.84,42.02,5.73,365,1.0,3.36
Sugarcane,43.15,65.42,8.7,365,1.0,1.07
Wheat,44.63,24.03,4.75,120,1.0,3.25
Maize,21.44,28.44,14.91,110,1.0,1.0
Cotton,42.6,66.59,2.2,180,1.0,2.92
Cotton,17.6,39.08,2.24,180,1.0,1.1
Wheat,40.76,52.99,7.05,120,1.0,1.0
Tomato,31.84,52.01,13.42,120,1.0,1.0
Sugarcane,39.6,30.46,6.61,365,1.0,2.84
Rice,36.79,61.81,16.3,150,1.0,1.0
Sugarcane,30.27,55.59,4.02,365,1.0,1.92
Banana,26.27,32.52,16.07,365,1.0,1.0
Banana,18.53,86.96,6.09,365,1.0,1.0
Tomato,32.62,69.69,5.53,120,1.0,1.0
Tomato,19.66,53.82,13.63,120,1.0,1.0
Wheat,35.73,69.78,0.05,120,1.0,3.18
Wheat,20.53,85.1,18.95,120,1.0,1.0
Maize,32.01,62.65,4.66,110,1.0,1.0
Maize,40.06,40.05,3.65,110,1.0,2.94
Wheat,37.08,85.36,6.86,120,1.0,1.0
Rice,28.26,88.06,10.42,150,1.0,1.0
Onion,16.25,52.27,11.76,130,1.0,1.0
Potato,16.81,32.68,5.84,100,1.0,1.0
Maize,32.11,75.71,13.38,110,1.0,1.0
Potato,29.5,69.15,19.22,100,1.0,1.0
Chickpea,15.93,75.18,18.19,100,1.0,1.0
Rice,36.05,31.74,17.91,150,1.0,1.0
Wheat,18.11,44.83,7.21,120,1.0,1.0
Potato,17.68,66.29,1.45,100,1.0,1.01
Onion,22.01,38.19,7.88,130,1.0,1.0
Sugarcane,39.15,62.1,10.4,365,1.0,1.0
Chickpea,36.08,62.23,12.86,100,1.0,1.0
Sugarcane,38.67,63.62,15.12,365,1.0,1.0
Banana,42.89,44.05,1.7,365,1.0,5.67
Onion,40.41,60.43,15.28,130,1.0,1.0
Onion,30.34,29.64,17.57,130,1.0,1.0
Onion,31.34,78.94,7.33,130,1.0,1.0
Chickpea,36.92,25.51,18.17,100,1.0,1.0
Banana,29.63,57.6,10.27,365,1.0,1.0
Banana,22.86,63.12,13.18,365,1.0,1.0
Onion,24.43,58.73,5.5,130,1.0,1.0
Maize,26.06,26.3,3.28,110,1.0,1.7
Tomato,21.03,46.12,2.6,120,1.0,1.21
Chickpea,16.23,57.36,3.32,100,1.0,1.0
Wheat,25.32,34.36,10.14,120,1.0,1.0
Onion,39.73,58.38,2.46,130,1.0,2.45
Potato,35.37,46.24,16.66,100,1.0,1.0
Cotton,24.64,47.91,10.87,180,1.0,1.0
Potato,41.13,50.23,0.75,100,1.0,3.68
Sugarcane,43.35,33.85,5.24,365,1.0,4.1
Sugarcane,38.13,70.95,6.89,365,1.0,1.03
Maize,16.56,62.24,0.84,110,1.0,1.53
Cotton,42.54,58.11,8.37,180,1.0,1.0
Chickpea,21.91,71.55,8.5,100,1.0,1.0
Cotton,27.38,61.69,6.38,180,1.0,1.0
Potato,37.97,54.5,0.93,100,1.0,3.12
Onion,36.17,61.92,10.68,130,1.0,1.0
Onion,21.81,48.02,11.49,130,1.0,1.0
Banana,43.06,25.22,11.66,365,1.0,1.52
Chickpea,17.89,27.72,18.78,100,1.0,1.0
Wheat,43.55,45.84,14.55,120,1.0,1.0
Chickpea,39.64,86.83,8.83,100,1.0,1.0
Sugarcane,17.18,56.53,19.7,365,1.0,1.0
Banana,29.32,50.94,1.76,365,1.0,3.24
Rice,34.12,30.69,11.15,150,1.0,1.0
Tomato,32.37,36.79,16.0,120,1.0,1.0
Sugarcane,40.79,51.44,2.62,365,1.0,4.27
Potato,40.99,82.75,15.78,100,1.0,1.0
Potato,42.14,83.69,4.75,100,1.0,1.0
Rice,18.37,40.12,15.52,150,1.0,1.0
Rice,28.89,58.68,2.56,150,1.0,2.74
Rice,31.31,78.79,3.85,150,1.0,1.8
Cotton,34.34,51.17,3.56,180,1.0,1.73
Maize,44.15,82.78,6.87,110,1.0,1.0
Maize,23.91,46.42,15.13,110,1.0,1.0
Onion,29.47,29.63,16.98,130,1.0,1.0
Sugarcane,42.59,38.49,12.49,365,1.0,1.0
Chickpea,39.45,60.19,17.3,100,1.0,1.0
Rice,35.95,84.23,3.89,150,1.0,2.17
Banana,40.96,49.1,6.45,365,1.0,2.74
Banana,15.82,27.51,15.73,365,1.0,1.0
Cotton,32.64,86.19,14.48,180,1.0,1.0
Sugarcane,29.38,42.67,3.04,365,1.0,2.64
Potato,22.57,51.97,2.45,100,1.0,1.02
Banana,17.7,37.64,1.22,365,1.0,2.48
Potato,31.52,68.83,1.78,100,1.0,1.76
Cotton,28.16,68.85,10.68,180,1.0,1.0
Maize,29.94,81.59,19.81,110,1.0,1.0
Tomato,23.42,88.71,18.15,120,1.0,1.0
Onion,15.37,23.78,9.54,130,1.0,1.0
Potato,36.02,23.37,12.31,100,1.0,1.0
Wheat,21.15,82.13,6.18,120,1.0,1.0
Wheat,37.29,48.05,6.25,120,1.0,1.0
Potato,16.88,52.86,19.36,100,1.0,1.0
Cotton,20.47,72.41,0.93,180,1.0,1.46
Chickpea,38.37,36.76,7.18,100,1.0,1.0
Maize,19.24,68.83,12.25,110,1.0,1.0
Wheat,22.61,32.36,17.18,120,1.0,1.0
Onion,22.39,47.48,0.08,130,1.0,2.26
Onion,44.93,34.08,19.44,130,1.0,1.0
Wheat,26.49,73.58,0.53,120,1.0,2.06
Onion,27.72,39.66,19.74,130,1.0,1.0
Chickpea,34.87,58.7,14.97,100,1.0,1.0
Banana,27.4,74.09,9.18,365,1.0,1.0
Rice,40.19,75.42,11.42,150,1.0,1.0
Wheat,16.19,63.58,10.87,120,1.0,1.0
Maize,21.59,69.74,19.74,110,1.0,1.0
Rice,35.15,20.67,0.95,150,1.0,5.75
Rice,42.23,76.19,10.45,150,1.0,1.0
Maize,27.98,24.39,6.72,110,1.0,1.0
Sugarcane,22.9,32.14,1.01,365,1.0,3.09
Onion,27.59,29.02,8.08,130,1.0,1.0
Rice,28.27,38.52,5.8,150,1.0,1.61
Banana,26.12,79.63,9.45,365,1.0,1.0
Rice,22.79,71.32,10.42,150,1.0,1.0
Tomato,41.13,26.54,3.43,120,1.0,3.61
Maize,23.96,70.39,1.44,110,1.0,1.61
Banana,37.99,58.88,3.84,365,1.0,3.19
Onion,32.38,76.17,15.49,130,1.0,1.0
Wheat,29.85,84.58,3.74,120,1.0,1.0
Rice,17.73,44.2,17.68,150,1.0,1.0
Chickpea,35.16,38.91,3.8,100,1.0,1.02
Sugarcane,28.6,20.91,0.51,365,1.0,4.36
Sugarcane,36.76,72.47,1.32,365,1.0,3.59
Potato,34.89,61.96,9.96,100,1.0,1.0
Cotton,18.63,87.55,18.24,180,1.0,1.0
Onion,18.32,29.88,17.83,130,1.0,1.0
Potato,15.39,72.99,8.18,100,1.0,1.0
Maize,39.64,82.62,18.95,110,1.0,1.0
Wheat,26.52,69.02,13.25,120,1.0,1.0
Chickpea,21.3,67.55,6.97,100,1.0,1.0
Wheat,37.79,36.72,10.13,120,1.0,1.0
Tomato,18.67,38.9,1.89,120,1.0,1.49
Chickpea,36.91,46.05,3.66,100,1.0,1.11
Potato,34.95,46.73,2.13,100,1.0,2.39
Wheat,43.05,71.38,9.07,120,1.0,1.0
Tomato,37.3,31.22,10.8,120,1.0,1.0
Wheat,29.3,87.91,1.57,120,1.0,1.47
Rice,27.43,83.19,10.21,150,1.0,1.0
Rice,34.34,75.87,4.2,150,1.0,2.1
Sugarcane,35.79,22.07,18.97,365,1.0,1.0
Banana,21.59,47.08,7.49,365,1.0,1.0
Banana,18.81,36.6,13.29,365,1.0,1.0
Rice,42.95,70.2,8.25,150,1.0,1.56
Tomato,29.68,52.72,0.59,120,1.0,2.89
Rice,33.7,52.64,4.1,150,1.0,2.84
Cotton,32.4,21.45,12.89,180,1.0,1.0
Banana,27.06,46.62,18.11,365,1.0,1.0
Rice,19.69,30.52,3.98,150,1.0,1.6
Potato,33.36,33.41,13.59,100,1.0,1.0
Maize,34.56,36.66,15.2,110,1.0,1.0
Banana,18.05,73.26,10.53,365,1.0,1.0
Wheat,23.62,69.3,13.52,120,1.0,1.0
Cotton,28.04,31.24,4.45,180,1.0,1.03
Tomato,37.4,55.9,2.34,120,1.0,2.79
Wheat,15.73,42.93,10.73,120,1.0,1.0
Sugarcane,27.49,82.87,4.25,365,1.0,1.0
Rice,32.81,76.07,9.81,150,1.0,1.0
Tomato,23.52,35.38,9.94,120,1.0,1.0
Potato,38.6,54.15,0.57,100,1.0,3.38
Maize,32.52,27.53,7.39,110,1.0,1.0
Banana,40.68,42.08,10.15,365,1.0,1.12
Potato,28.89,69.44,16.81,100,1.0,1.0
Rice,26.55,50.22,10.46,150,1.0,1.0
Banana,28.05,22.31,10.25,365,1.0,1.0
Banana,35.83,86.84,4.88,365,1.0,1.4
Chickpea,27.32,86.89,15.83,100,1.0,1.0
Wheat,15.25,34.28,18.57,120,1.0,1.0
Banana,28.6,23.48,15.19,365,1.0,1.0
Banana,40.39,69.39,2.12,365,1.0,4.02
Sugarcane,25.52,56.84,1.9,365,1.0,2.39
Chickpea,24.25,55.33,10.03,100,1.0,1.0
Rice,27.82,77.47,6.7,150,1.0,1.0
Tomato,16.19,45.67,5.32,120,1.0,1.0
Rice,41.09,28.1,0.32,150,1.0,6.97
Wheat,22.07,22.62,15.75,120,1.0,1.0
Banana,26.49,66.93,16.47,365,1.0,1.0
Rice,43.92,29.84,14.9,150,1.0,1.0
Wheat,23.9,26.89,19.15,120,1.0,1.0
Maize,37.27,76.53,7.03,110,1.0,1.0
Potato,29.71,88.06,14.3,100,1.0,1.0
Onion,40.95,84.42,14.96,130,1.0,1.0
Chickpea,30.8,87.0,1.63,100,1.0,1.0
Potato,16.85,46.56,4.39,100,1.0,1.0
Sugarcane,30.39,67.82,10.33,365,1.0,1.0
Chickpea,38.11,38.89,15.15,100,1.0,1.0
Banana,41.24,86.07,3.84,365,1.0,2.62
Wheat,33.81,35.34,4.04,120,1.0,1.8
Potato,21.15,73.62,16.58,100,1.0,1.0
Potato,16.09,23.88,2.57,100,1.0,1.0
Banana,38.4,48.45,13.9,365,1.0,1.0
Banana,32.47,23.88,12.52,365,1.0,1.0
Rice,34.65,37.07,4.97,150,1.0,3.09
Onion,40.98,24.91,1.0,130,1.0,4.22
Maize,27.04,23.26,10.44,110,1.0,1.0
Rice,19.82,45.01,2.06,150,1.0,2.26
Chickpea,28.37,67.47,19.6,100,1.0,1.0
Onion,38.07,59.19,14.64,130,1.0,1.0
Rice,29.58,37.49,16.11,150,1.0,1.0
Cotton,37.14,50.48,17.67,180,1.0,1.0
Onion,34.07,45.21,8.53,130,1.0,1.0
Cotton,29.8,40.64,18.76,180,1.0,1.0
Tomato,21.04,57.44,16.92,120,1.0,1.0
Cotton,30.2,70.26,5.02,180,1.0,1.0
Onion,32.45,66.27,9.09,130,1.0,1.0
Maize,35.62,22.23,19.37,110,1.0,1.0
Chickpea,20.0,20.26,1.67,100,1.0,1.17
Potato,41.5,65.66,15.61,100,1.0,1.0
Rice,32.95,85.36,15.79,150,1.0,1.0
Chickpea,17.84,78.71,11.94,100,1.0,1.0
Onion,34.53,78.69,8.77,130,1.0,1.0
Chickpea,30.62,44.58,13.66,100,1.0,1.0
Sugarcane,32.7,36.29,11.81,365,1.0,1.0
Potato,35.79,33.35,13.21,100,1.0,1.0
Rice,32.37,50.74,14.83,150,1.0,1.0
Sugarcane,15.41,79.01,13.57,365,1.0,1.0
Wheat,16.02,28.87,15.63,120,1.0,1.0
Maize,36.95,32.5,7.65,110,1.0,1.0
Chickpea,20.96,62.14,9.87,100,1.0,1.0
Chickpea,31.23,68.2,4.29,100,1.0,1.0
Chickpea,18.66,42.52,2.22,100,1.0,1.0
Tomato,23.33,82.56,16.35,120,1.0,1.0
Tomato,28.37,26.26,6.68,120,1.0,1.0
Onion,17.25,23.66,17.26,130,1.0,1.0
Cotton,39.93,85.81,5.91,180,1.0,1.0
Wheat,44.02,34.29,3.61,120,1.0,3.4
Sugarcane,33.64,82.49,8.26,365,1.0,1.0
Maize,16.96,43.68,15.8,110,1.0,1.0
Chickpea,44.07,23.99,3.47,100,1.0,2.42
Maize,39.17,22.75,7.91,110,1.0,1.19
Chickpea,20.65,53.43,13.86,100,1.0,1.0
Banana,29.89,66.59,14.07,365,1.0,1.0
Chickpea,16.5,25.98,14.71,100,1.0,1.0
Chickpea,28.05,69.44,7.93,100,1.0,1.0
Cotton,40.44,36.06,4.53,180,1.0,2.38
Onion,40.39,63.1,9.84,130,1.0,1.0
Wheat,19.2,84.44,15.44,120,1.0,1.0
Onion,35.91,64.91,0.51,130,1.0,2.88
Chickpea,15.74,78.72,19.58,100,1.0,1.0
Maize,27.89,64.97,15.16,110,1.0,1.0
Potato,17.95,50.88,17.33,100,1.0,1.0
Cotton,43.8,45.8,15.37,180,1.0,1.0
Onion,44.11,64.87,13.99,130,1.0,1.0
Wheat,26.51,45.74,8.41,120,1.0,1.0
Sugarcane,20.4,86.73,15.52,365,1.0,1.0
Onion,39.55,76.09,6.77,130,1.0,1.0
Rice,25.61,51.49,4.15,150,1.0,1.73
Sugarcane,21.55,36.89,12.28,365,1.0,1.0
Maize,16.9,57.06,2.34,110,1.0,1.0
Chickpea,25.24,46.47,15.56,100,1.0,1.0
Banana,22.95,57.51,7.27,365,1.0,1.0
Chickpea,30.91,45.34,13.07,100,1.0,1.0
Onion,37.02,56.79,3.08,130,1.0,1.89
Chickpea,22.29,61.37,14.78,100,1.0,1.0
Potato,15.61,57.21,15.72,100,1.0,1.0
Sugarcane,21.09,40.54,8.63,365,1.0,1.0
Wheat,28.56,75.25,16.24,120,1.0,1.0
Banana,27.2,64.76,9.2,365,1.0,1.0
Onion,25.52,33.38,13.02,130,1.0,1.0
Banana,33.44,84.64,11.4,365,1.0,1.0
Maize,35.56,58.36,19.65,110,1.0,1.0
Banana,20.38,88.79,4.99,365,1.0,1.0
Potato,20.96,52.79,14.25,100,1.0,1.0
Cotton,41.76,56.36,3.15,180,1.0,2.65
Banana,35.51,85.22,4.49,365,1.0,1.61
Chickpea,21.18,79.33,0.68,100,1.0,1.06
Rice,30.0,47.53,9.91,150,1.0,1.0
Rice,33.28,53.5,10.14,150,1.0,1.0
Potato,38.92,51.04,15.62,100,1.0,1.0
Wheat,29.33,63.98,19.34,120,1.0,1.0
Sugarcane,43.49,70.83,15.67,365,1.0,1.0
Banana,21.71,85.91,1.89,365,1.0,1.52
Tomato,42.44,55.54,17.82,120,1.0,1.0
Tomato,35.92,52.84,12.24,120,1.0,1.0
Potato,22.98,64.08,15.47,100,1.0,1.0
Sugarcane,17.55,82.77,7.56,365,1.0,1.0
Maize,15.94,73.05,18.95,110,1.0,1.0
Cotton,27.54,29.3,2.08,180,1.0,2.2
Sugarcane,37.86,55.73,4.29,365,1.0,2.82
Cotton,37.82,54.23,5.37,180,1.0,1.13
Cotton,20.1,64.06,8.96,180,1.0,1.0
Sugarcane,28.6,72.32,9.17,365,1.0,1.0
Rice,39.46,55.55,15.23,150,1.0,1.0
Potato,29.79,88.14,8.87,100,1.0,1.0
Maize,21.88,64.32,2.38,110,1.0,1.09
Cotton,42.02,48.26,1.26,180,1.0,3.87
Banana,27.31,43.38,2.33,365,1.0,2.89
Banana,42.25,75.25,2.97,365,1.0,3.64
Tomato,33.61,37.06,5.09,120,1.0,1.44
Potato,27.67,67.57,6.11,100,1.0,1.0
Onion,37.75,79.54,12.91,130,1.0,1.0
Potato,41.76,33.09,17.0,100,1.0,1.0
Maize,16.53,61.77,9.73,110,1.0,1.0
Maize,35.99,67.48,9.48,110,1.0,1.0
Tomato,29.35,62.47,15.11,120,1.0,1.0
Rice,15.78,27.08,7.74,150,1.0,1.0
Tomato,35.61,52.1,3.92,120,1.0,1.89
Onion,36.5,30.3,13.23,130,1.0,1.0
Potato,44.26,79.37,19.54,100,1.0,1.0
Cotton,31.15,38.4,17.17,180,1.0,1.0
Cotton,20.19,36.74,19.26,180,1.0,1.0
Rice,38.17,76.24,19.42,150,1.0,1.0
Cotton,15.75,29.94,11.07,180,1.0,1.0
Sugarcane,22.84,67.2,16.97,365,1.0,1.0
Rice,38.3,37.85,14.37,150,1.0,1.0
Maize,18.49,23.21,1.3,110,1.0,2.01
Sugarcane,37.77,76.06,11.98,365,1.0,1.0
Cotton,26.79,60.64,11.34,180,1.0,1.0
Rice,38.82,48.32,11.72,150,1.0,1.0
Banana,25.28,69.17,14.78,365,1.0,1.0
Wheat,25.86,43.39,0.62,120,1.0,2.51
Onion,40.46,85.18,1.36,130,1.0,2.37
Rice,24.01,56.69,7.46,150,1.0,1.0
Tomato,22.36,51.79,11.18,120,1.0,1.0
Cotton,24.92,37.02,13.95,180,1.0,1.0
Tomato,44.03,46.13,19.34,120,1.0,1.0
Cotton,42.86,67.02,17.2,180,1.0,1.0
Banana,27.83,88.08,2.93,365,1.0,1.48
Tomato,16.87,89.37,0.46,120,1.0,1.35
Banana,35.46,54.5,15.55,365,1.0,1.0
Banana,30.73,67.0,16.91,365,1.0,1.0
Maize,34.73,29.13,9.44,110,1.0,1.0
Banana,44.95,29.52,17.45,365,1.0,1.0
Tomato,26.96,53.92,5.51,120,1.0,1.0
Maize,25.1,89.02,13.42,110,1.0,1.0
Rice,30.39,30.91,16.7,150,1.0,1.0
Rice,31.63,24.66,1.24,150,1.0,4.83
Chickpea,17.42,73.85,15.93,100,1.0,1.0
Onion,40.22,65.43,11.87,130,1.0,1.0
Cotton,34.27,36.0,17.06,180,1.0,1.0
Maize,39.5,66.08,16.93,110,1.0,1.0
Tomato,18.47,86.57,0.03,120,1.0,1.69
Rice,37.09,54.83,16.03,150,1.0,1.0
Wheat,25.34,71.33,15.78,120,1.0,1.0
Wheat,15.99,63.56,5.39,120,1.0,1.0
Sugarcane,43.78,41.2,16.86,365,1.0,1.0
Cotton,15.55,63.98,0.3,180,1.0,1.61
Maize,26.73,62.66,13.91,110,1.0,1.0
Potato,32.69,34.62,15.34,100,1.0,1.0
Sugarcane,39.28,54.2,1.23,365,1.0,4.62
Tomato,29.24,52.54,1.13,120,1.0,2.58
Banana,19.74,73.58,3.63,365,1.0,1.0
Cotton,41.04,78.55,15.08,180,1.0,1.0
Sugarcane,39.1,27.72,19.83,365,1.0,1.0
Banana,36.63,31.7,0.71,365,1.0,5.49
Rice,24.69,39.66,19.38,150,1.0,1.0
Onion,29.41,29.62,6.66,130,1.0,1.0
Banana,35.34,41.81,4.16,365,1.0,3.2
Rice,15.0,68.95,1.75,150,1.0,1.53
Sugarcane,25.61,59.94,9.35,365,1.0,1.0
Banana,19.24,88.54,11.31,365,1.0,1.0
Sugarcane,19.45,89.5,11.44,365,1.0,1.0
Tomato,17.94,58.11,9.21,120,1.0,1.0
Sugarcane,17.5,22.29,0.94,365,1.0,2.74
Wheat,15.53,21.11,3.08,120,1.0,1.0
Onion,42.55,25.8,16.7,130,1.0,1.0
Onion,23.96,74.13,16.56,130,1.0,1.0
Onion,35.84,43.84,17.87,130,1.0,1.0
Wheat,41.81,54.37,10.56,120,1.0,1.0
Cotton,17.66,84.22,2.98,180,1.0,1.0
Potato,16.86,73.36,8.26,100,1.0,1.0
Tomato,44.01,81.82,19.68,120,1.0,1.0
Maize,22.62,60.03,4.88,110,1.0,1.0
Tomato,29.65,25.03,13.7,120,1.0,1.0
Cotton,29.27,56.62,13.26,180,1.0,1.0
Banana,23.81,43.53,10.74,365,1.0,1.0
Chickpea,33.55,36.28,10.77,100,1.0,1.0
Chickpea,20.6,53.68,15.99,100,1.0,1.0
Sugarcane,19.57,82.75,12.87,365,1.0,1.0
Onion,43.97,24.77,16.42,130,1.0,1.0
Rice,29.67,45.82,11.06,150,1.0,1.0
Onion,29.06,21.36,9.34,130,1.0,1.0
Tomato,28.99,39.2,5.19,120,1.0,1.0
Tomato,40.57,39.08,14.81,120,1.0,1.0
Rice,41.52,57.07,5.01,150,1.0,3.5
Cotton,15.66,76.51,17.29,180,1.0,1.0
Banana,44.17,85.88,4.61,365,1.0,2.65
Rice,20.48,59.83,9.71,150,1.0,1.0
Rice,25.74,69.45,12.04,150,1.0,1.0
Onion,17.61,86.37,7.75,130,1.0,1.0
Sugarcane,43.85,62.5,18.57,365,1.0,1.0
Banana,41.76,24.3,4.65,365,1.0,4.78
Potato,18.97,89.06,2.51,100,1.0,1.0
Chickpea,23.02,57.05,1.24,100,1.0,1.14
Wheat,42.54,53.69,13.06,120,1.0,1.0
Chickpea,44.83,88.03,11.45,100,1.0,1.0
Chickpea,44.08,56.72,14.43,100,1.0,1.0
Tomato,30.13,82.6,19.98,120,1.0,1.0
Sugarcane,22.95,82.79,1.96,365,1.0,1.54
Cotton,25.43,42.47,4.77,180,1.0,1.0
Wheat,44.89,87.63,4.53,120,1.0,1.35
Rice,41.74,43.27,9.19,150,1.0,2.03
Potato,31.6,24.17,16.1,100,1.0,1.0
Potato,19.48,75.31,3.21,100,1.0,1.0
Chickpea,17.99,27.8,17.9,100,1.0,1.0
Rice,41.98,78.54,16.22,150,1.0,1.0
Potato,27.23,89.7,4.19,100,1.0,1.0
Maize,36.07,86.41,3.31,110,1.0,1.34
Wheat,23.06,74.01,19.51,120,1.0,1.0
Sugarcane,41.95,60.72,4.48,365,1.0,3.17
Maize,22.06,26.45,10.85,110,1.0,1.0
Maize,43.65,36.61,6.02,110,1.0,2.39
Chickpea,30.97,49.3,14.39,100,1.0,1.0
Banana,15.08,37.36,13.89,365,1.0,1.0
Potato,33.44,30.43,13.08,100,1.0,1.0
Tomato,19.81,69.02,14.41,120,1.0,1.0
Maize,37.14,74.91,19.0,110,1.0,1.0
Tomato,25.78,49.79,14.49,120,1.0,1.0
Maize,15.74,69.81,9.93,110,1.0,1.0
Cotton,41.14,33.62,19.55,180,1.0,1.0
Cotton,33.17,29.03,7.92,180,1.0,1.0
Tomato,27.14,27.22,3.62,120,1.0,1.63
Sugarcane,43.26,24.65,12.48,365,1.0,1.0
Potato,42.42,81.26,11.03,100,1.0,1.0
Wheat,17.05,22.42,11.9,120,1.0,1.0
Maize,32.33,72.54,4.54,110,1.0,1.0
Onion,22.19,65.83,13.57,130,1.0,1.0
Cotton,28.32,74.29,10.06,180,1.0,1.0
Wheat,32.66,28.98,13.21,120,1.0,1.0
Potato,36.68,75.76,18.4,100,1.0,1.0
Rice,35.38,45.18,5.1,150,1.0,2.86
Onion,18.51,29.5,19.04,130,1.0,1.0
Rice,27.2,60.49,9.78,150,1.0,1.0
Cotton,44.78,88.81,1.83,180,1.0,2.65
Maize,31.5,48.94,0.59,110,1.0,3.16
Sugarcane,32.14,24.8,1.21,365,1.0,4.45
Rice,21.52,88.4,3.36,150,1.0,1.0
Maize,42.78,22.29,12.7,110,1.0,1.0
