N,P,K,temperature,humidity,ph,rainfall,label
111.38,75.79,113.05,19.38,67.82,6.52,362.8,Onion
105.86,48.95,113.38,20.51,70.16,6.67,258.6,Onion
120.68,66.41,128.46,20.1,70.69,6.4,306.1,Onion
120.83,57.42,109.41,20.32,73.05,6.46,258.9,Onion
125.64,57.14,109.74,18.79,69.03,6.5,228.8,Onion
121.2,52.64,107.04,19.41,75.55,6.6,322.2,Onion
130.75,49.06,135.04,19.67,74.57,6.43,265.6,Onion
129.59,59.63,103.72,19.75,71.87,6.56,350.0,Onion
127.44,50.04,124.7,20.21,65.94,6.5,373.8,Onion
127.98,50.35,107.08,18.19,69.58,6.45,323.0,Onion
118.69,53.69,114.4,18.25,69.41,6.54,288.2,Onion
123.6,58.24,108.4,20.4,68.0,6.6,306.8,Onion
135.87,64.59,120.59,18.46,72.94,6.57,297.8,Onion
124.7,63.94,117.91,20.76,69.87,6.6,219.8,Onion
103.06,56.16,110.02,19.39,69.52,6.37,362.0,Onion
136.13,54.07,115.48,21.79,69.58,6.52,234.1,Onion
125.43,67.21,107.01,19.34,72.51,6.43,260.0,Onion
136.62,53.12,87.39,19.05,73.69,6.45,357.0,Onion
109.71,50.04,140.73,18.46,69.95,6.43,217.5,Onion
132.39,59.9,96.76,19.94,71.84,6.55,326.7,Onion
128.66,52.51,123.16,22.4,73.84,6.45,203.7,Onion
119.05,64.24,123.45,21.42,69.65,6.52,305.6,Onion
130.63,66.75,124.45,19.64,69.22,6.56,380.0,Onion
124.28,55.84,133.06,20.69,71.02,6.52,390.4,Onion
126.31,59.58,130.28,20.3,71.41,6.53,357.8,Onion
126.59,58.66,109.5,21.09,67.16,6.42,333.1,Onion
131.7,59.57,119.73,23.28,71.71,6.49,385.4,Onion
133.71,67.33,124.08,20.35,70.71,6.63,276.2,Onion
110.26,69.18,109.65,20.12,67.74,6.57,328.3,Onion
126.45,64.7,140.05,17.28,72.59,6.51,349.6,Onion
118.26,62.4,132.98,21.13,67.5,6.58,296.8,Onion
119.96,63.1,121.6,19.43,69.22,6.49,293.5,Onion
142.54,62.68,136.93,19.73,72.56,6.47,293.7,Onion
130.8,61.55,110.42,19.01,71.01,6.55,353.9,Onion
129.05,53.57,127.73,18.75,69.84,6.51,256.6,Onion
129.96,55.79,122.34,20.84,70.6,6.48,337.1,Onion
128.89,59.61,121.83,20.86,68.56,6.58,456.5,Onion
115.16,51.59,121.33,21.34,70.05,6.47,219.0,Onion
130.33,67.38,104.19,21.18,64.04,6.57,255.5,Onion
121.75,58.08,109.05,19.21,68.32,6.45,325.1,Onion
100.0,65.74,107.92,19.6,70.14,6.44,307.6,Onion
128.79,57.99,119.28,19.84,72.39,6.52,230.4,Onion
111.26,54.72,95.98,19.4,69.41,6.52,292.1,Onion
124.52,68.9,132.69,20.44,72.23,6.36,298.8,Onion
124.18,60.52,133.9,19.7,67.78,6.55,281.7,Onion
124.45,67.27,88.92,21.51,72.81,6.5,276.2,Onion
155.4,85.62,177.99,23.12,75.42,5.89,334.7,Potato
140.05,70.69,123.45,18.28,73.84,6.03,476.2,Potato
144.59,56.81,162.05,18.86,74.43,5.92,295.1,Potato
151.12,65.75,135.78,19.79,68.72,5.98,397.1,Potato
145.47,83.64,156.5,18.54,78.4,6.0,291.1,Potato
142.28,74.21,142.34,16.69,70.86,6.01,324.1,Potato
152.84,81.51,120.73,21.07,75.6,6.11,420.4,Potato
139.41,88.1,100.92,19.59,76.4,6.15,425.9,Potato
129.87,94.98,147.6,20.93,75.08,5.92,371.1,Potato
157.88,73.03,128.48,18.06,72.84,5.9,321.7,Potato
146.91,65.35,120.56,20.18,74.2,6.15,372.9,Potato
135.25,88.47,154.51,20.79,74.37,6.09,444.5,Potato
154.02,58.48,134.0,21.23,76.1,6.06,239.0,Potato
137.27,64.19,181.92,19.1,71.8,5.95,337.8,Potato
133.07,87.85,165.12,18.19,75.83,6.08,365.6,Potato
159.12,61.91,162.97,19.76,69.77,6.08,358.8,Potato
164.68,61.19,172.75,18.56,68.26,5.96,398.4,Potato
167.52,89.86,105.87,19.4,76.31,5.91,473.5,Potato
133.88,73.12,155.07,19.21,76.97,6.02,399.2,Potato
151.93,78.84,157.28,21.47,77.52,5.93,315.5,Potato
148.26,67.44,137.93,22.74,74.48,6.09,383.0,Potato
147.33,64.41,133.7,20.01,73.5,5.92,306.0,Potato
126.07,63.27,161.81,21.3,78.52,5.94,340.2,Potato
160.69,71.98,137.54,21.81,76.88,6.03,357.2,Potato
160.82,87.03,176.47,19.78,72.3,5.97,318.9,Potato
160.98,77.55,159.52,19.06,71.3,5.96,422.9,Potato
149.85,65.52,142.69,20.98,72.46,5.96,325.8,Potato
154.63,77.65,159.0,19.56,74.53,5.9,390.5,Potato
173.94,78.47,125.05,19.68,78.78,5.9,416.5,Potato
132.67,64.51,197.45,19.51,72.37,6.01,348.4,Potato
154.83,79.63,154.65,19.68,76.93,6.06,331.4,Potato
149.66,83.13,157.5,18.59,78.8,5.88,267.6,Potato
148.1,80.07,174.76,20.8,72.92,5.87,333.9,Potato
143.76,76.44,158.74,17.54,73.87,6.05,428.2,Potato
160.82,75.41,135.64,21.52,73.39,5.96,241.9,Potato
157.07,80.59,151.1,18.01,75.33,6.12,352.9,Potato
168.73,88.21,186.48,22.34,75.04,5.91,422.3,Potato
138.45,56.95,119.64,19.48,73.71,6.08,377.4,Potato
159.48,77.12,166.58,18.3,74.94,5.81,299.1,Potato
150.08,72.06,168.28,20.5,75.35,5.84,443.6,Potato
129.32,78.4,160.94,20.53,73.12,6.09,328.9,Potato
172.57,93.29,140.98,19.5,76.53,6.09,320.8,Potato
165.5,74.19,149.24,20.26,74.14,6.06,343.0,Potato
161.73,94.13,126.75,20.87,69.81,6.01,406.3,Potato
132.4,78.06,152.02,20.71,69.7,5.95,538.3,Potato
155.01,75.71,140.53,20.24,76.19,6.1,255.9,Potato
153.83,80.13,143.72,19.07,72.94,6.04,343.2,Potato
154.24,61.4,161.55,21.67,77.0,6.11,417.4,Potato
166.78,66.34,157.53,20.22,73.75,6.04,447.1,Potato
156.16,66.97,122.06,18.52,74.06,5.9,385.5,Potato
134.8,83.82,182.19,21.12,72.38,6.04,302.9,Potato
138.71,74.38,159.71,20.11,75.18,5.84,334.9,Potato
155.66,81.3,133.69,21.48,79.29,6.02,272.1,Potato
145.61,66.3,133.82,19.67,76.94,6.04,384.5,Potato
147.05,69.49,162.67,21.34,76.35,6.08,297.7,Potato
144.69,59.29,177.5,19.24,77.9,5.95,289.8,Potato
145.03,50.0,119.09,20.77,74.67,6.12,319.3,Potato
129.07,77.91,154.13,19.74,76.2,5.9,291.5,Potato
135.77,80.57,140.45,20.37,76.66,6.1,170.6,Potato
150.73,75.8,184.79,20.66,75.08,5.97,202.1,Potato
140.84,75.54,170.98,20.68,70.82,6.0,357.3,Potato
133.5,73.34,121.14,18.83,72.36,6.02,379.9,Potato
129.73,66.02,158.92,19.62,75.15,5.89,392.6,Potato
139.61,76.89,154.25,19.56,73.78,6.06,291.4,Potato
152.91,68.48,110.72,19.68,75.68,6.15,464.2,Potato
131.0,52.7,151.95,19.72,77.61,6.0,434.5,Potato
160.1,83.05,135.86,21.34,68.33,6.03,372.0,Potato
180.0,60.3,162.85,20.04,71.21,6.12,372.2,Potato
164.04,85.08,165.32,20.4,72.24,6.04,308.5,Potato
166.7,84.51,182.81,18.79,74.23,6.04,183.0,Potato
141.4,61.54,146.42,19.6,74.56,6.01,284.7,Potato
146.34,80.69,156.34,20.01,78.76,5.95,394.6,Potato
120.0,75.81,149.97,19.87,75.03,6.09,434.3,Potato
141.07,67.55,126.97,20.32,72.66,6.08,413.4,Potato
149.46,60.29,167.49,20.22,80.58,5.88,322.5,Potato
136.37,74.49,133.89,21.22,79.54,6.05,372.8,Potato
171.9,75.99,154.92,19.79,75.79,6.05,309.3,Potato
167.7,87.8,171.11,20.49,74.49,6.03,379.8,Potato
164.98,92.95,144.85,18.9,76.05,5.93,322.3,Potato
146.19,78.6,151.39,20.2,79.95,6.07,317.6,Potato
127.94,77.57,128.19,20.33,74.83,5.95,400.6,Potato
138.81,77.61,156.3,21.96,76.64,5.93,367.2,Potato
130.25,63.0,181.64,19.1,71.48,5.98,413.2,Potato
167.07,80.36,155.09,19.99,69.16,6.1,327.4,Potato
150.27,82.72,157.31,20.44,73.63,5.85,279.1,Potato
129.19,68.24,142.41,20.14,74.51,6.01,429.2,Potato
149.86,72.65,133.85,21.82,73.87,5.98,283.5,Potato
167.69,79.23,151.27,21.39,75.82,5.96,386.1,Potato
157.13,81.06,181.51,19.68,78.21,5.87,333.7,Potato
151.2,82.89,146.23,18.91,72.21,6.12,268.9,Potato
155.93,84.12,155.1,21.49,71.85,5.99,325.0,Potato
156.77,78.92,156.53,19.44,76.85,6.1,418.9,Potato
164.23,77.23,100.0,19.75,73.85,6.09,303.3,Potato
144.06,83.38,159.93,20.37,71.29,5.99,437.4,Potato
121.5,60.06,139.39,21.86,72.52,6.01,358.3,Potato
154.39,85.85,159.16,19.53,75.21,5.93,435.8,Potato
166.08,76.85,171.77,19.53,73.93,6.18,316.3,Potato
152.74,67.51,140.89,19.92,72.54,6.07,365.9,Potato
133.22,78.36,137.47,21.16,77.0,5.91,398.1,Potato
147.2,77.91,118.26,21.63,75.84,6.12,406.6,Potato
161.37,86.15,193.69,21.77,68.28,6.43,457.5,Tomato
138.29,115.23,190.6,24.91,67.12,6.43,532.6,Tomato
167.68,88.78,185.52,22.53,71.54,6.39,365.1,Tomato
166.01,97.17,213.64,22.76,72.99,6.39,420.6,Tomato
173.78,85.9,219.67,26.37,70.91,6.51,492.0,Tomato
142.05,60.0,169.71,21.49,67.43,6.47,631.2,Tomato
192.41,111.49,213.71,23.9,67.36,6.64,311.2,Tomato
158.49,90.4,159.33,24.03,69.1,6.51,391.6,Tomato
174.04,80.63,200.7,22.93,65.25,6.4,407.4,Tomato
162.01,89.57,199.16,24.72,69.69,6.4,298.4,Tomato
158.65,89.17,210.23,23.3,70.22,6.53,428.6,Tomato
169.29,86.38,181.7,23.74,71.95,6.51,402.5,Tomato
171.78,60.0,166.0,25.49,67.51,6.44,283.9,Tomato
135.78,87.36,173.69,24.31,68.35,6.44,431.7,Tomato
122.81,81.64,171.69,24.46,68.81,6.49,444.1,Tomato
158.71,97.18,173.77,25.26,71.4,6.46,275.2,Tomato
148.53,92.17,170.07,24.2,68.59,6.61,431.4,Tomato
155.0,90.24,197.86,24.06,68.1,6.51,484.8,Tomato
141.29,87.18,181.11,25.44,64.2,6.61,480.8,Tomato
165.34,85.89,168.77,25.91,73.12,6.52,364.2,Tomato
179.91,103.94,160.0,24.22,70.06,6.62,474.2,Tomato
145.22,93.28,186.87,23.49,68.32,6.52,482.8,Tomato
149.74,108.8,166.79,23.36,71.2,6.6,415.1,Tomato
152.01,92.85,170.0,23.16,66.73,6.51,504.8,Tomato
184.16,74.05,199.39,21.25,69.01,6.45,422.2,Tomato
120.0,76.99,238.4,23.39,70.73,6.52,478.8,Tomato
157.32,73.14,151.37,21.92,64.76,6.44,399.5,Tomato
179.15,71.31,155.22,21.79,69.74,6.53,583.3,Tomato
177.02,75.9,226.96,23.56,70.02,6.55,448.9,Tomato
172.8,107.31,151.98,24.49,67.88,6.6,532.6,Tomato
184.42,76.24,181.33,23.31,75.14,6.48,461.5,Tomato
157.81,70.48,199.23,24.18,70.1,6.48,519.6,Tomato
152.68,84.04,176.43,23.92,67.35,6.57,449.0,Tomato
131.29,66.04,160.16,25.39,67.38,6.53,412.9,Tomato
162.6,91.52,175.62,24.75,71.89,6.51,511.7,Tomato
176.2,100.7,194.07,20.01,66.69,6.53,324.5,Tomato
164.02,78.88,170.6,25.4,72.69,6.5,446.3,Tomato
134.64,92.34,202.66,23.38,68.6,6.45,525.5,Tomato
153.91,80.52,158.59,20.57,68.87,6.45,554.3,Tomato
155.87,101.28,168.44,24.38,67.25,6.46,572.8,Tomato
145.68,94.9,148.81,23.99,67.76,6.49,550.8,Tomato
127.5,98.94,214.18,23.74,67.24,6.48,600.9,Tomato
138.22,84.71,184.23,24.38,74.63,6.59,527.1,Tomato
161.64,101.72,174.76,23.62,68.91,6.55,423.1,Tomato
153.75,107.46,186.75,25.15,69.74,6.56,532.0,Tomato
164.88,81.76,174.37,24.65,70.59,6.48,281.5,Tomato
175.49,79.35,150.74,23.29,71.91,6.55,342.1,Tomato
168.83,88.83,196.15,24.55,73.6,6.42,303.2,Tomato
120.0,71.25,190.43,25.04,71.92,6.61,532.3,Tomato
179.4,91.36,182.54,22.79,71.91,6.68,485.4,Tomato
181.11,89.65,240.0,20.43,69.18,6.54,491.9,Tomato
153.43,76.48,220.75,26.83,72.15,6.68,446.6,Tomato
161.67,75.73,168.63,25.45,71.05,6.55,549.5,Tomato
166.4,94.68,173.61,25.12,71.99,6.35,452.3,Tomato
158.74,83.46,146.75,25.97,69.95,6.55,589.8,Tomato
157.37,89.94,179.47,24.77,70.5,6.42,427.6,Tomato
157.19,72.69,159.72,23.83,71.49,6.54,484.7,Tomato
174.8,98.53,184.13,25.14,70.98,6.46,520.5,Tomato
142.04,95.59,176.06,22.37,73.25,6.41,453.5,Tomato
160.5,67.58,145.21,23.78,70.08,6.49,387.5,Tomato
162.61,81.11,162.17,22.98,67.67,6.59,503.6,Tomato
146.74,105.95,178.17,23.42,69.51,6.47,419.9,Tomato
144.89,99.72,166.11,22.44,67.5,6.54,391.8,Tomato
166.26,84.0,176.9,24.08,68.72,6.43,371.0,Tomato
145.91,118.59,197.0,23.92,72.43,6.51,411.8,Tomato
190.98,106.36,139.59,25.98,72.61,6.45,540.3,Tomato
156.62,102.11,161.07,25.08,68.25,6.58,458.3,Tomato
146.61,103.99,170.3,22.11,71.1,6.66,378.7,Tomato
168.86,99.83,177.31,25.32,71.42,6.39,369.4,Tomato
152.01,92.83,206.56,24.76,70.62,6.34,529.6,Tomato
176.69,78.93,208.05,23.19,69.82,6.6,561.5,Tomato
161.58,86.35,206.56,22.79,68.73,6.59,336.9,Tomato
165.23,60.0,146.32,26.51,66.95,6.42,490.3,Tomato
185.38,120.0,175.58,24.62,71.5,6.39,439.0,Tomato
147.04,96.57,191.6,23.75,68.54,6.37,507.3,Tomato
160.86,89.92,179.03,26.23,66.15,6.6,500.9,Tomato
155.96,92.88,178.28,24.93,68.9,6.49,519.7,Tomato
153.18,77.26,177.5,25.04,69.26,6.48,576.1,Tomato
135.18,97.18,138.21,25.67,70.49,6.6,447.3,Tomato
167.55,91.59,228.55,24.46,70.15,6.55,380.0,Tomato
136.68,115.27,177.4,23.7,72.32,6.48,426.4,Tomato
136.47,79.55,199.24,23.55,67.54,6.4,491.3,Tomato
173.38,76.81,192.6,23.55,72.89,6.43,449.9,Tomato
176.67,102.47,157.27,23.99,73.86,6.55,476.9,Tomato
169.66,89.19,211.22,24.74,70.7,6.53,401.4,Tomato
137.81,67.26,173.04,24.64,69.4,6.6,458.3,Tomato
167.21,97.58,240.0,23.91,69.76,6.36,308.4,Tomato
177.5,78.66,182.43,24.53,68.33,6.34,506.3,Tomato
144.99,86.39,203.89,23.12,69.08,6.47,541.4,Tomato
176.91,68.93,182.24,23.22,67.72,6.42,595.2,Tomato
181.05,78.08,182.91,23.31,69.53,6.38,450.1,Tomato
179.17,81.12,169.33,26.41,66.26,6.44,363.2,Tomato
181.74,75.38,176.42,22.58,68.43,6.47,414.3,Tomato
174.71,84.11,151.86,23.47,67.68,6.54,484.1,Tomato
153.69,91.64,209.15,24.25,68.12,6.36,370.8,Tomato
157.33,96.94,183.33,24.74,68.63,6.55,504.2,Tomato
129.22,94.54,187.37,24.76,68.62,6.57,354.7,Tomato
159.84,79.58,176.96,24.8,71.48,6.43,376.6,Tomato
170.71,78.7,193.93,23.97,72.64,6.46,349.5,Tomato
151.22,82.22,158.55,25.88,68.42,6.41,379.0,Tomato
119.37,83.54,123.46,25.48,73.28,6.47,505.9,Brinjal
136.17,69.61,147.67,29.67,74.19,6.5,485.4,Brinjal
136.92,74.5,139.54,30.69,70.7,6.61,403.0,Brinjal
119.19,80.99,183.92,27.1,72.28,6.49,351.7,Brinjal
128.8,85.81,145.32,25.87,76.25,6.47,552.5,Brinjal
131.28,60.66,123.02,27.8,70.21,6.63,503.3,Brinjal
121.94,79.23,156.21,28.52,70.74,6.58,491.2,Brinjal
109.03,73.83,130.5,29.53,71.08,6.39,499.2,Brinjal
127.46,66.86,163.34,28.66,79.16,6.51,410.4,Brinjal
140.76,68.44,161.83,27.64,74.07,6.47,412.4,Brinjal
118.2,87.64,140.79,26.55,74.67,6.46,659.4,Brinjal
132.8,68.62,147.63,28.54,74.76,6.65,490.6,Brinjal
128.05,54.51,126.02,25.08,73.31,6.51,479.0,Brinjal
132.25,75.81,167.78,26.42,69.73,6.58,440.9,Brinjal
125.62,74.54,170.12,26.2,75.99,6.43,446.0,Brinjal
136.54,83.8,163.97,31.23,78.02,6.46,436.5,Brinjal
120.25,78.52,183.66,27.97,73.75,6.55,394.0,Brinjal
126.72,78.16,152.93,27.23,73.73,6.54,490.8,Brinjal
129.38,82.61,130.29,25.16,71.74,6.42,455.0,Brinjal
114.54,79.51,190.57,24.88,73.2,6.53,483.4,Brinjal
127.94,85.33,167.52,29.16,77.08,6.58,479.6,Brinjal
116.54,72.89,142.55,27.73,76.47,6.52,491.0,Brinjal
122.65,83.35,183.97,27.04,70.45,6.55,492.3,Brinjal
125.47,73.76,165.02,25.11,78.04,6.51,430.5,Brinjal
130.73,78.2,114.21,27.31,75.52,6.51,303.6,Brinjal
123.09,67.44,133.59,30.37,79.37,6.62,547.8,Brinjal
124.99,71.99,151.47,25.29,71.29,6.43,405.2,Brinjal
132.72,81.29,180.86,28.06,75.4,6.67,562.7,Brinjal
119.05,84.04,147.19,27.77,72.5,6.47,519.1,Brinjal
132.54,62.42,153.27,27.27,77.49,6.44,364.5,Brinjal
111.55,77.93,180.99,28.72,72.97,6.54,605.4,Brinjal
135.37,70.94,186.28,29.39,75.8,6.36,435.6,Brinjal
130.97,82.65,200.0,28.13,70.58,6.55,452.1,Brinjal
100.0,63.11,168.24,25.9,78.43,6.47,407.4,Brinjal
134.11,97.19,161.92,31.55,72.46,6.46,405.3,Brinjal
119.23,65.91,141.53,27.81,76.83,6.5,403.4,Brinjal
118.0,78.53,138.75,27.18,73.66,6.6,436.1,Brinjal
127.38,68.73,155.94,29.39,79.26,6.54,494.2,Brinjal
122.02,92.29,153.52,26.04,78.08,6.46,402.9,Brinjal
119.0,100.0,181.29,25.9,70.13,6.44,535.3,Brinjal
124.2,80.11,121.73,26.38,71.2,6.48,462.8,Brinjal
150.0,71.79,172.61,25.57,75.88,6.57,451.1,Brinjal
141.61,68.84,161.97,26.23,74.03,6.32,387.0,Brinjal
137.72,65.02,175.41,26.4,74.6,6.57,428.2,Brinjal
115.62,57.14,134.39,28.97,80.14,6.52,366.7,Brinjal
114.37,69.25,137.44,28.87,72.81,6.54,468.4,Brinjal
114.0,89.25,160.23,26.85,75.32,6.48,479.2,Brinjal
109.44,85.28,147.16,29.33,76.38,6.39,530.2,Brinjal
115.2,50.0,133.74,29.24,73.24,6.49,450.6,Brinjal
108.46,66.6,102.97,30.33,73.83,6.51,563.8,Brinjal
107.28,67.26,168.65,25.47,76.66,6.4,438.3,Brinjal
118.07,90.98,106.07,28.36,78.47,6.47,554.2,Brinjal
123.6,69.29,143.78,25.66,75.62,6.46,560.5,Brinjal
118.47,88.27,144.17,28.56,71.69,6.51,523.3,Brinjal
133.1,87.64,188.63,29.75,75.41,6.6,343.8,Brinjal
130.27,81.7,143.5,29.18,71.96,6.46,524.4,Brinjal
125.96,71.15,147.32,26.86,75.14,6.5,330.0,Brinjal
127.87,78.19,139.01,27.8,75.38,6.45,509.3,Brinjal
115.56,68.36,134.81,25.55,73.33,6.45,328.5,Brinjal
124.76,84.26,144.14,25.49,80.07,6.63,297.3,Brinjal
117.72,67.42,147.15,28.7,79.7,6.64,551.6,Brinjal
127.79,72.48,172.75,27.18,75.47,6.48,438.0,Brinjal
115.84,69.89,153.17,30.99,79.85,6.6,525.5,Brinjal
122.55,59.53,140.95,27.41,78.71,6.34,472.2,Brinjal
129.71,74.2,147.25,26.28,77.3,6.51,482.9,Brinjal
113.09,85.5,175.0,26.33,78.06,6.47,426.7,Brinjal
122.54,78.63,162.1,29.64,76.57,6.49,422.1,Brinjal
121.05,79.57,191.06,27.58,75.02,6.33,485.0,Brinjal
126.61,84.69,100.0,24.68,75.89,6.46,468.1,Brinjal
124.65,71.17,166.3,24.34,74.78,6.51,507.6,Brinjal
126.77,81.57,174.3,27.37,77.63,6.5,364.4,Brinjal
130.08,68.69,139.78,30.38,76.6,6.47,360.3,Brinjal
136.09,69.02,149.86,26.94,80.34,6.46,441.0,Brinjal
125.16,63.88,156.9,27.77,71.94,6.44,481.9,Brinjal
109.09,68.62,170.19,26.75,78.43,6.42,398.0,Brinjal
103.03,75.77,182.1,25.79,74.07,6.36,291.6,Brinjal
122.1,72.21,156.66,29.85,78.76,6.54,395.1,Brinjal
134.26,95.44,158.07,26.59,73.7,6.53,424.5,Brinjal
128.05,71.44,198.59,28.92,71.38,6.38,434.8,Brinjal
134.22,79.09,130.08,26.02,76.13,6.49,434.9,Brinjal
120.01,92.06,140.16,28.94,72.7,6.47,471.2,Brinjal
115.63,81.59,157.27,30.17,74.68,6.43,565.9,Brinjal
134.81,85.38,119.26,27.06,77.11,6.61,513.6,Brinjal
133.07,67.16,140.8,27.8,77.41,6.34,332.6,Brinjal
117.65,66.87,155.3,31.44,77.34,6.37,539.3,Brinjal
119.99,78.9,161.11,30.81,75.1,6.51,424.9,Brinjal
131.03,61.38,160.7,27.49,76.4,6.34,331.9,Brinjal
135.61,70.44,127.1,25.73,74.54,6.44,507.1,Brinjal
124.92,69.07,153.16,24.57,71.33,6.45,316.8,Brinjal
104.92,70.83,141.45,28.36,74.66,6.45,503.6,Brinjal
124.72,79.59,175.72,24.98,74.27,6.38,411.5,Brinjal
133.28,68.75,142.55,27.69,72.64,6.56,476.2,Brinjal
129.01,73.9,129.36,26.96,75.41,6.5,565.1,Brinjal
149.31,76.11,164.46,27.95,75.17,6.39,433.3,Brinjal
116.76,77.72,164.92,29.31,75.68,6.55,433.7,Brinjal
105.47,84.0,186.48,28.26,76.43,6.67,557.0,Brinjal
131.37,73.32,153.85,27.72,77.25,6.52,493.6,Brinjal
117.04,72.24,164.91,27.74,76.31,6.6,348.0,Brinjal
138.04,71.54,174.96,26.53,75.27,6.49,487.1,Brinjal
119.68,81.0,175.33,27.59,76.68,6.38,370.6,Brinjal
103.3,68.12,88.36,30.03,66.56,6.83,315.1,Okra
103.26,52.24,81.96,29.14,70.65,6.74,394.7,Okra
90.9,50.78,87.51,30.14,66.9,6.7,308.3,Okra
100.12,62.27,81.31,31.73,69.6,6.93,399.2,Okra
116.33,65.37,106.43,30.11,72.18,6.76,328.1,Okra
106.24,61.05,94.51,29.92,68.96,6.85,414.6,Okra
101.55,63.61,79.51,30.4,71.42,6.63,299.6,Okra
104.25,59.09,74.03,30.21,70.37,6.69,438.5,Okra
106.91,69.35,81.49,30.5,69.08,6.63,465.6,Okra
97.91,55.57,100.73,30.55,68.47,6.79,257.6,Okra
110.31,58.18,95.96,30.49,69.94,7.01,393.1,Okra
99.48,70.03,82.73,26.63,73.95,6.87,376.1,Okra
108.99,64.79,83.94,29.55,67.11,6.87,353.6,Okra
107.42,46.47,66.49,29.07,69.94,6.68,400.3,Okra
107.18,61.57,103.69,30.05,74.62,6.67,244.9,Okra
89.05,57.22,74.31,28.98,70.57,6.91,354.6,Okra
89.56,56.77,74.29,30.42,71.52,7.0,327.1,Okra
94.68,52.02,81.21,30.59,67.92,6.64,347.3,Okra
96.4,56.18,96.18,29.75,73.55,6.79,212.5,Okra
90.76,52.13,108.35,29.88,65.12,6.5,373.6,Okra
91.77,68.21,87.15,31.66,70.31,6.69,317.1,Okra
103.57,69.18,91.48,31.21,66.46,6.54,324.8,Okra
93.31,63.46,81.64,30.21,70.32,6.74,337.5,Okra
99.76,55.42,84.56,29.26,71.0,6.46,311.3,Okra
113.77,61.67,61.19,28.91,73.9,6.81,399.3,Okra
93.09,61.34,76.86,30.41,74.83,6.75,223.9,Okra
92.89,64.07,86.67,30.65,70.67,6.83,264.5,Okra
97.92,49.65,94.2,29.68,69.23,6.71,358.7,Okra
104.11,46.75,92.47,31.4,68.17,6.83,386.9,Okra
99.64,67.38,107.95,29.26,71.11,6.91,366.9,Okra
102.11,53.7,88.99,29.61,70.32,6.88,333.1,Okra
98.58,63.07,94.84,29.03,69.17,6.76,411.4,Okra
93.13,58.57,82.23,32.27,68.26,6.76,342.9,Okra
105.55,63.83,92.72,29.33,70.58,6.85,311.8,Okra
106.23,60.15,99.38,29.62,70.5,6.88,381.4,Okra
104.13,63.36,100.65,29.05,72.65,6.83,459.7,Okra
97.84,75.91,107.89,30.46,70.41,6.79,424.3,Okra
99.74,66.81,70.92,30.17,72.83,6.88,341.9,Okra
98.77,47.35,100.49,28.39,71.51,6.7,409.3,Okra
98.32,50.01,92.74,30.67,70.42,6.84,314.3,Okra
87.34,43.8,104.75,30.27,67.41,6.77,415.3,Okra
97.79,55.8,97.91,29.69,69.44,6.91,300.1,Okra
95.34,51.75,105.3,31.98,73.32,6.86,261.3,Okra
96.53,60.24,93.8,28.53,67.29,6.7,317.8,Okra
86.54,63.31,107.39,31.03,69.78,6.66,383.3,Okra
98.08,67.7,91.67,30.65,70.14,6.8,338.2,Okra
120.0,59.85,79.93,30.54,67.49,6.61,431.8,Okra
120.0,59.41,80.84,31.22,72.8,6.72,442.0,Okra
104.95,58.29,102.6,29.36,72.42,6.8,319.0,Okra
101.21,65.93,61.15,29.19,69.93,6.88,355.6,Okra
103.59,57.87,120.0,27.63,68.15,6.75,446.1,Okra
80.56,56.63,105.52,31.13,69.29,6.74,421.8,Okra
105.14,54.0,84.76,30.71,66.79,6.97,329.7,Okra
107.04,60.78,105.85,30.46,70.18,6.8,340.9,Okra
113.59,65.94,78.34,28.86,70.06,6.94,419.4,Okra
101.74,54.79,71.15,31.29,72.58,6.66,426.7,Okra
91.61,67.12,103.47,29.8,70.6,6.8,282.9,Okra
102.49,58.83,94.46,28.12,70.39,7.01,427.0,Okra
115.48,65.82,92.41,29.27,70.88,6.77,278.0,Okra
97.82,58.64,85.28,30.84,68.53,6.75,337.9,Okra
109.54,57.45,71.47,29.6,68.61,6.7,272.1,Okra
107.19,42.0,89.64,31.75,69.09,6.65,291.3,Okra
98.74,52.42,106.18,30.82,71.35,6.66,467.1,Okra
104.08,50.16,84.19,29.89,70.68,6.91,324.1,Okra
94.39,65.14,83.0,29.8,68.87,6.73,413.6,Okra
95.69,61.62,95.9,32.31,66.92,6.69,361.8,Okra
98.14,73.47,111.16,29.2,68.03,6.76,405.0,Okra
93.58,61.01,65.46,28.66,68.54,6.92,366.1,Okra
90.06,73.1,88.81,31.09,71.29,6.88,316.5,Okra
100.09,57.96,78.49,32.56,64.89,6.76,309.6,Okra
98.74,59.98,98.78,30.6,69.54,6.76,305.6,Okra
98.89,54.61,90.62,31.28,72.05,6.8,374.6,Okra
104.06,59.39,87.98,28.24,69.46,6.68,313.9,Okra
102.19,62.91,101.6,29.22,72.21,6.74,382.5,Okra
102.24,59.44,82.81,29.2,68.7,6.69,387.6,Okra
91.01,73.28,92.32,29.47,72.73,6.8,391.0,Okra
92.63,59.92,79.36,29.65,68.42,6.76,332.2,Okra
106.41,60.02,88.07,30.15,76.53,6.91,472.2,Okra
92.97,55.85,79.29,30.29,70.68,6.78,383.9,Okra
95.98,68.11,96.55,28.26,67.37,6.93,310.8,Okra
103.81,48.98,66.97,29.75,71.41,6.74,301.8,Okra
