crop,temperature,humidity,rainfall,area,water_requirement
Fenugreek,22.89,47.59,10.15,1.0,1.28
Field_Pea,27.15,53.83,12.14,1.0,1.28
Field_Pea,25.59,77.53,11.83,1.0,1.11
Field_Pea,35.56,70.36,10.55,1.0,1.23
Field_Pea,22.41,86.98,13.04,1.0,1.03
Field_Pea,38.81,48.9,14.88,1.0,1.41
Field_Pea,21.65,79.27,8.44,1.0,1.07
Field_Pea,18.56,61.59,5.0,1.0,1.16
Field_Pea,28.89,59.85,3.84,1.0,1.25
Field_Pea,19.23,21.54,1.55,1.0,1.42
Field_Pea,22.18,46.98,1.74,1.0,1.28
Field_Pea,30.15,41.53,13.77,1.0,1.39
Field_Pea,22.06,86.86,5.41,1.0,1.03
Field_Pea,31.53,67.55,7.61,1.0,1.22
Field_Pea,36.05,57.67,8.69,1.0,1.33
Field_Pea,34.85,34.73,7.44,1.0,1.47
Field_Pea,25.58,45.57,3.54,1.0,1.32
Field_Pea,22.97,74.64,0.14,1.0,1.11
Field_Pea,37.98,41.72,10.06,1.0,1.45
Field_Pea,22.59,86.12,4.2,1.0,1.04
Field_Pea,31.29,52.96,6.16,1.0,1.32
Field_Pea,29.08,60.03,0.79,1.0,1.25
Field_Pea,22.38,35.73,13.36,1.0,1.36
Field_Pea,33.62,62.25,10.96,1.0,1.28
Field_Pea,15.76,45.49,12.05,1.0,1.24
Field_Pea,15.93,61.98,13.53,1.0,1.14
Field_Pea,35.01,28.65,8.27,1.0,1.52
Field_Pea,24.78,71.79,11.5,1.0,1.15
Field_Pea,24.31,87.36,14.04,1.0,1.04
Field_Pea,22.8,76.62,8.81,1.0,1.1
Field_Pea,35.52,78.11,0.71,1.0,1.18
Field_Pea,30.09,20.77,1.99,1.0,1.52
Field_Pea,32.37,40.8,7.09,1.0,1.41
Field_Pea,35.63,67.99,8.88,1.0,1.25
Field_Pea,15.78,29.48,7.26,1.0,1.33
Field_Pea,18.64,67.33,3.34,1.0,1.13
Field_Pea,39.86,32.94,4.85,1.0,1.53
Field_Pea,38.74,26.22,6.82,1.0,1.57
Field_Pea,24.6,40.01,1.92,1.0,1.35
Field_Pea,17.36,26.62,11.98,1.0,1.37
Field_Pea,31.43,46.22,6.72,1.0,1.37
Field_Pea,33.27,73.63,8.36,1.0,1.2
Field_Pea,33.4,60.93,10.82,1.0,1.28
Field_Pea,32.93,45.73,13.61,1.0,1.38
Field_Pea,22.13,42.92,6.27,1.0,1.31
Field_Pea,16.48,81.32,13.19,1.0,1.03
Field_Pea,23.98,50.49,0.69,1.0,1.28
Field_Pea,21.83,20.53,6.88,1.0,1.45
Field_Pea,26.22,89.76,11.84,1.0,1.04
Field_Pea,34.4,82.49,9.54,1.0,1.14
Field_Pea,34.08,85.76,6.03,1.0,1.12
Foxtail_Millet,22.23,53.56,10.4,1.0,1.24
Foxtail_Millet,23.11,70.14,10.97,1.0,1.14
Foxtail_Millet,38.31,81.03,2.59,1.0,1.18
Foxtail_Millet,37.76,31.97,9.74,1.0,1.52
Foxtail_Millet,22.41,44.46,9.84,1.0,1.3
Foxtail_Millet,31.56,85.79,10.1,1.0,1.1
Foxtail_Millet,36.08,67.94,9.11,1.0,1.26
Foxtail_Millet,37.57,87.11,4.22,1.0,1.13
Foxtail_Millet,28.13,30.69,3.38,1.0,1.44
Foxtail_Millet,21.99,38.27,11.61,1.0,1.34
Foxtail_Millet,22.19,84.8,11.99,1.0,1.04
Foxtail_Millet,17.46,56.16,1.91,1.0,1.19
Foxtail_Millet,23.57,53.92,0.35,1.0,1.25
Foxtail_Millet,33.96,45.06,11.29,1.0,1.39
Foxtail_Millet,39.19,61.64,6.48,1.0,1.32
Foxtail_Millet,37.11,47.0,15.0,1.0,1.41
Foxtail_Millet,26.51,55.71,14.46,1.0,1.26
Foxtail_Millet,24.39,45.14,12.15,1.0,1.31
Foxtail_Millet,36.56,42.19,4.64,1.0,1.44
Foxtail_Millet,37.33,33.47,10.51,1.0,1.5
Foxtail_Millet,25.34,63.64,14.55,1.0,1.2
Foxtail_Millet,31.97,82.16,14.81,1.0,1.13
Foxtail_Millet,17.26,50.76,14.98,1.0,1.22
Foxtail_Millet,30.13,31.86,10.34,1.0,1.45
Foxtail_Millet,22.44,66.6,6.0,1.0,1.16
Foxtail_Millet,25.05,86.7,5.82,1.0,1.05
Foxtail_Millet,19.05,25.37,1.86,1.0,1.39
Foxtail_Millet,30.37,23.84,5.56,1.0,1.51
Foxtail_Millet,34.43,71.78,1.44,1.0,1.22
Foxtail_Millet,17.88,72.34,11.59,1.0,1.09
Foxtail_Millet,16.5,35.13,2.18,1.0,1.31
Foxtail_Millet,28.5,40.98,8.46,1.0,1.38
Foxtail_Millet,25.39,23.39,14.02,1.0,1.46
Foxtail_Millet,20.29,84.65,1.88,1.0,1.03
Foxtail_Millet,29.58,59.51,10.83,1.0,1.26
Foxtail_Millet,15.28,89.01,7.71,1.0,0.97
Foxtail_Millet,25.87,35.27,3.92,1.0,1.39
Foxtail_Millet,35.01,86.83,2.43,1.0,1.12
Foxtail_Millet,20.11,84.73,8.35,1.0,1.03
Foxtail_Millet,22.29,53.86,8.63,1.0,1.24
Foxtail_Millet,15.06,51.23,5.61,1.0,1.2
Foxtail_Millet,24.94,52.77,10.89,1.0,1.27
Foxtail_Millet,19.93,31.03,13.41,1.0,1.36
Foxtail_Millet,33.86,87.01,13.48,1.0,1.11
Foxtail_Millet,15.45,61.61,2.41,1.0,1.14
Foxtail_Millet,21.73,83.66,9.33,1.0,1.05
Foxtail_Millet,20.65,40.86,4.59,1.0,1.31
Foxtail_Millet,29.51,50.15,1.19,1.0,1.32
Foxtail_Millet,21.54,47.58,4.55,1.0,1.27
Foxtail_Millet,30.09,33.58,8.79,1.0,1.44
French_Bean,21.68,56.9,7.13,1.0,1.22
French_Bean,38.73,89.29,4.34,1.0,1.13
French_Bean,16.91,55.37,12.99,1.0,1.19
French_Bean,22.6,37.61,0.41,1.0,1.35
French_Bean,37.67,41.45,1.08,1.0,1.45
French_Bean,38.85,36.6,4.5,1.0,1.5
French_Bean,25.99,72.86,14.52,1.0,1.15
French_Bean,33.38,55.76,3.89,1.0,1.32
French_Bean,33.85,49.06,7.04,1.0,1.37
French_Bean,16.88,38.65,11.84,1.0,1.29
French_Bean,38.74,68.38,4.85,1.0,1.27
French_Bean,15.71,77.27,14.38,1.0,1.05
French_Bean,30.67,29.17,3.48,1.0,1.47
French_Bean,35.41,46.24,14.28,1.0,1.4
French_Bean,22.85,42.33,2.97,1.0,1.32
French_Bean,29.43,62.68,8.72,1.0,1.24
French_Bean,38.91,85.46,13.91,1.0,1.15
French_Bean,29.55,21.98,14.65,1.0,1.51
French_Bean,37.69,67.72,2.31,1.0,1.27
French_Bean,24.57,44.49,6.04,1.0,1.32
French_Bean,19.46,67.22,5.0,1.0,1.13
French_Bean,33.18,26.84,7.55,1.0,1.51
French_Bean,17.06,29.96,9.66,1.0,1.34
French_Bean,32.65,50.97,14.46,1.0,1.34
French_Bean,28.36,33.77,1.84,1.0,1.42
French_Bean,36.7,49.09,9.34,1.0,1.39
French_Bean,36.75,43.48,8.07,1.0,1.43
French_Bean,27.05,75.13,7.93,1.0,1.14
French_Bean,36.39,31.15,11.51,1.0,1.51
French_Bean,16.58,80.6,12.77,1.0,1.03
French_Bean,32.4,48.51,13.86,1.0,1.36
French_Bean,23.75,86.46,9.87,1.0,1.04
French_Bean,26.69,22.38,9.45,1.0,1.48
French_Bean,19.99,54.85,0.94,1.0,1.22
French_Bean,26.92,44.22,13.34,1.0,1.34
French_Bean,24.54,27.7,6.01,1.0,1.43
French_Bean,25.07,86.83,9.14,1.0,1.05
French_Bean,26.15,47.24,13.6,1.0,1.31
French_Bean,36.98,26.46,2.55,1.0,1.55
French_Bean,37.79,83.65,14.0,1.0,1.16
French_Bean,25.29,46.16,4.55,1.0,1.31
French_Bean,24.33,48.2,14.68,1.0,1.29
French_Bean,38.23,86.42,1.7,1.0,1.14
French_Bean,24.74,62.55,2.41,1.0,1.2
French_Bean,33.04,64.61,10.94,1.0,1.25
French_Bean,26.3,69.72,11.0,1.0,1.17
French_Bean,34.85,88.35,4.45,1.0,1.11
French_Bean,29.02,62.77,5.21,1.0,1.24
French_Bean,29.16,88.83,7.92,1.0,1.06
French_Bean,30.68,81.42,7.97,1.0,1.12
Garlic,19.46,30.39,14.54,1.0,1.36
Garlic,16.93,78.68,10.57,1.0,1.05
Garlic,37.37,20.8,10.88,1.0,1.59
Garlic,19.57,62.39,13.7,1.0,1.17
Garlic,18.15,88.27,10.38,1.0,0.99
Garlic,24.96,28.42,4.42,1.0,1.43
Garlic,30.16,32.22,0.58,1.0,1.45
Garlic,38.11,56.64,4.8,1.0,1.35
Garlic,21.57,27.4,8.56,1.0,1.4
Garlic,33.92,36.41,3.63,1.0,1.45
Garlic,37.74,79.31,1.14,1.0,1.19
Garlic,17.34,26.26,11.6,1.0,1.37
Garlic,37.09,79.75,8.94,1.0,1.18
Garlic,35.4,60.0,14.72,1.0,1.3
Garlic,18.97,51.07,7.26,1.0,1.23
Garlic,31.63,52.02,9.61,1.0,1.33
Garlic,33.28,30.33,13.63,1.0,1.49
Garlic,36.39,66.16,13.53,1.0,1.27
Garlic,24.09,66.66,14.92,1.0,1.17
Garlic,23.55,31.06,11.14,1.0,1.4
Garlic,32.9,85.08,4.17,1.0,1.12
Garlic,33.92,33.82,8.08,1.0,1.47
Garlic,25.08,46.72,6.67,1.0,1.31
Garlic,19.58,25.47,7.25,1.0,1.39
Garlic,39.67,46.78,12.65,1.0,1.43
Garlic,20.46,72.86,8.03,1.0,1.11
Garlic,19.71,43.68,12.9,1.0,1.28
Garlic,33.89,26.47,11.62,1.0,1.52
Garlic,25.42,83.87,4.86,1.0,1.07
Garlic,37.54,71.19,12.18,1.0,1.24
Garlic,36.48,81.79,8.35,1.0,1.16
Garlic,29.71,23.91,3.11,1.0,1.5
Garlic,26.44,23.99,13.66,1.0,1.47
Garlic,34.93,80.0,4.06,1.0,1.16
Garlic,23.5,58.97,2.49,1.0,1.22
Garlic,20.52,33.42,3.23,1.0,1.35
Garlic,30.08,70.32,2.54,1.0,1.19
Garlic,15.55,79.28,4.91,1.0,1.03
Garlic,24.46,70.61,12.55,1.0,1.15
Garlic,33.73,52.72,8.93,1.0,1.34
Garlic,32.77,77.91,9.89,1.0,1.16
Garlic,22.13,44.13,11.4,1.0,1.3
Garlic,39.84,56.34,12.91,1.0,1.37
Garlic,33.35,77.14,13.29,1.0,1.17
Garlic,20.65,53.9,7.99,1.0,1.23
Garlic,20.35,63.87,3.94,1.0,1.16
Garlic,15.74,55.72,10.56,1.0,1.18
Garlic,16.51,21.62,14.42,1.0,1.39
Garlic,38.55,24.36,5.76,1.0,1.58
Garlic,20.38,45.95,10.98,1.0,1.27
Ginger,15.58,61.12,7.25,1.0,1.14
Ginger,38.69,88.66,2.24,1.0,1.13
Ginger,22.44,38.53,0.88,1.0,1.34
Ginger,32.14,62.97,5.42,1.0,1.26
Ginger,16.86,62.68,11.84,1.0,1.14
Ginger,16.39,26.98,6.16,1.0,1.36
Ginger,20.42,88.89,14.63,1.0,1.01
Ginger,30.22,29.98,10.3,1.0,1.46
Ginger,26.05,37.9,2.66,1.0,1.37
Ginger,18.85,37.48,2.59,1.0,1.31
Ginger,25.53,62.38,8.7,1.0,1.21
Ginger,26.99,67.94,1.53,1.0,1.19
Ginger,39.48,23.43,0.94,1.0,1.59
Ginger,33.56,67.81,1.48,1.0,1.24
Ginger,23.77,37.64,0.17,1.0,1.36
Ginger,35.75,70.44,10.65,1.0,1.24
Ginger,30.75,74.98,6.89,1.0,1.17
Ginger,31.91,50.62,10.35,1.0,1.34
Ginger,18.15,77.16,2.26,1.0,1.06
Ginger,15.28,35.66,13.95,1.0,1.29
Ginger,20.69,45.49,6.86,1.0,1.28
Ginger,19.24,25.98,6.32,1.0,1.39
Ginger,33.85,47.6,6.94,1.0,1.38
Ginger,33.43,49.33,12.77,1.0,1.36
Ginger,23.41,87.7,6.89,1.0,1.03
Ginger,25.42,83.22,1.97,1.0,1.08
Ginger,26.95,82.99,0.75,1.0,1.09
Ginger,27.07,89.7,8.52,1.0,1.05
Ginger,39.37,33.15,10.99,1.0,1.52
Ginger,19.97,80.26,0.96,1.0,1.06
Ginger,38.1,63.04,1.73,1.0,1.3
Ginger,37.89,68.15,14.28,1.0,1.27
Ginger,17.1,75.07,4.75,1.0,1.07
Ginger,37.21,28.8,10.82,1.0,1.54
Ginger,24.04,29.83,8.52,1.0,1.41
Ginger,28.63,39.98,9.96,1.0,1.38
Ginger,28.02,89.49,5.1,1.0,1.05
Ginger,33.66,31.38,5.07,1.0,1.49
Ginger,22.45,79.37,2.93,1.0,1.08
Ginger,36.67,72.89,11.44,1.0,1.23
Ginger,25.2,66.3,11.08,1.0,1.18
Ginger,34.7,33.98,14.56,1.0,1.48
Ginger,20.28,23.48,3.9,1.0,1.41
Ginger,37.18,59.07,14.13,1.0,1.32
Ginger,15.68,69.56,0.2,1.0,1.09
Ginger,28.22,52.73,7.94,1.0,1.3
Ginger,30.86,30.46,7.74,1.0,1.47
Ginger,34.82,82.27,7.81,1.0,1.15
Ginger,19.36,45.25,14.27,1.0,1.27
Ginger,28.86,80.77,14.14,1.0,1.12
Grapes,23.68,54.35,12.9,1.0,1.25
Grapes,34.42,83.36,4.44,1.0,1.14
Grapes,36.07,27.21,11.29,1.0,1.54
Grapes,36.57,59.6,10.1,1.0,1.32
Grapes,20.75,21.92,4.91,1.0,1.43
Grapes,17.07,50.75,0.64,1.0,1.22
Grapes,19.36,36.01,7.15,1.0,1.33
Grapes,20.75,28.65,4.0,1.0,1.39
Grapes,15.92,38.16,10.05,1.0,1.28
Grapes,34.99,61.51,3.9,1.0,1.29
Grapes,29.36,60.76,10.88,1.0,1.25
Grapes,20.25,54.2,6.14,1.0,1.22
Grapes,19.99,30.16,6.79,1.0,1.37
Grapes,33.49,77.64,2.56,1.0,1.17
Grapes,33.24,35.61,12.77,1.0,1.45
Grapes,36.17,52.74,8.49,1.0,1.36
Grapes,32.45,63.37,7.21,1.0,1.26
Grapes,19.28,80.5,8.45,1.0,1.05
Grapes,15.62,80.07,13.07,1.0,1.03
Grapes,19.44,39.09,8.39,1.0,1.31
Grapes,38.15,56.08,6.02,1.0,1.35
Grapes,33.89,40.72,4.1,1.0,1.42
Grapes,30.69,57.92,11.18,1.0,1.28
Grapes,17.07,82.67,8.76,1.0,1.02
Grapes,16.89,20.56,12.84,1.0,1.4
Grapes,21.41,65.03,2.28,1.0,1.16
Grapes,29.5,54.28,4.76,1.0,1.3
Grapes,18.41,25.71,10.33,1.0,1.38
Grapes,25.95,33.1,8.72,1.0,1.4
Grapes,21.46,87.01,6.88,1.0,1.02
Grapes,15.78,26.88,9.51,1.0,1.35
Grapes,22.3,26.16,9.62,1.0,1.42
Grapes,20.79,57.22,9.01,1.0,1.21
Grapes,36.73,30.19,6.82,1.0,1.52
Grapes,37.06,60.85,14.18,1.0,1.31
Grapes,24.47,41.18,1.03,1.0,1.34
Grapes,30.02,68.33,14.73,1.0,1.21
Grapes,18.33,68.37,12.57,1.0,1.12
Grapes,32.0,75.64,2.24,1.0,1.17
Grapes,29.85,42.53,8.17,1.0,1.38
Grapes,21.75,45.3,10.02,1.0,1.29
Grapes,30.95,31.44,7.87,1.0,1.46
Grapes,22.51,37.83,5.07,1.0,1.34
Grapes,37.22,22.3,13.55,1.0,1.58
Grapes,37.71,20.64,4.4,1.0,1.6
Grapes,24.83,67.54,4.05,1.0,1.17
Grapes,18.31,51.09,7.48,1.0,1.22
Grapes,34.58,61.56,11.73,1.0,1.29
Grapes,23.66,33.32,7.46,1.0,1.38
Grapes,29.57,27.39,12.57,1.0,1.47
Green_Pea,34.54,61.63,12.58,1.0,1.29
Green_Pea,31.7,35.94,4.67,1.0,1.44
Green_Pea,18.48,46.94,3.32,1.0,1.25
Green_Pea,26.14,53.53,12.92,1.0,1.27
Green_Pea,16.58,31.04,4.66,1.0,1.33
Green_Pea,25.06,22.34,12.05,1.0,1.47
Green_Pea,20.73,74.19,2.14,1.0,1.1
Green_Pea,28.76,83.27,6.59,1.0,1.1
Green_Pea,25.88,30.62,11.35,1.0,1.42
Green_Pea,27.6,42.45,4.46,1.0,1.36
Green_Pea,34.72,34.5,0.52,1.0,1.47
Green_Pea,34.01,51.33,0.86,1.0,1.35
Green_Pea,20.82,37.53,2.54,1.0,1.33
Green_Pea,37.41,54.63,3.62,1.0,1.36
Green_Pea,28.79,45.22,0.84,1.0,1.35
Green_Pea,24.1,68.37,12.62,1.0,1.16
Green_Pea,23.7,24.59,4.38,1.0,1.44
Green_Pea,31.99,73.58,9.28,1.0,1.19
Green_Pea,29.63,29.84,9.64,1.0,1.46
Green_Pea,39.21,25.66,2.01,1.0,1.58
Green_Pea,28.72,70.86,1.55,1.0,1.18
Green_Pea,39.23,23.34,9.09,1.0,1.59
Green_Pea,28.65,60.32,2.23,1.0,1.25
Green_Pea,29.55,59.97,5.58,1.0,1.26
Green_Pea,22.39,88.32,9.91,1.0,1.02
Green_Pea,20.99,38.17,5.13,1.0,1.33
Green_Pea,34.31,25.32,8.38,1.0,1.53
Green_Pea,33.33,84.23,0.77,1.0,1.12
Green_Pea,21.41,54.06,10.66,1.0,1.23
Green_Pea,39.86,48.08,8.57,1.0,1.42
Green_Pea,22.07,86.81,14.17,1.0,1.03
Green_Pea,40.0,25.23,2.24,1.0,1.59
Green_Pea,16.57,71.52,3.12,1.0,1.09
Green_Pea,35.26,31.76,9.15,1.0,1.5
Green_Pea,28.92,53.69,7.17,1.0,1.3
Green_Pea,26.09,67.02,7.38,1.0,1.19
Green_Pea,27.51,80.68,0.15,1.0,1.11
Green_Pea,35.41,87.11,1.28,1.0,1.12
Green_Pea,20.57,41.72,12.82,1.0,1.3
Green_Pea,18.82,82.15,8.53,1.0,1.04
Green_Pea,17.16,68.67,3.12,1.0,1.11
Green_Pea,33.64,51.4,0.88,1.0,1.35
Green_Pea,15.58,41.48,14.8,1.0,1.26
Green_Pea,26.52,76.03,14.57,1.0,1.13
Green_Pea,38.63,54.62,2.1,1.0,1.37
Green_Pea,38.73,32.05,12.3,1.0,1.53
Green_Pea,24.06,88.3,7.66,1.0,1.03
Green_Pea,17.95,58.32,7.41,1.0,1.18
Green_Pea,26.64,84.54,4.73,1.0,1.08
Green_Pea,36.62,78.49,6.11,1.0,1.19
Groundnut,35.36,70.71,8.05,1.0,1.23
Groundnut,31.64,71.07,11.68,1.0,1.2
Groundnut,16.92,31.63,2.03,1.0,1.33
Groundnut,39.12,73.84,7.69,1.0,1.24
Groundnut,29.22,89.6,12.68,1.0,1.06
Groundnut,19.12,32.56,9.48,1.0,1.35
Groundnut,38.46,42.42,3.94,1.0,1.45
Groundnut,24.04,27.0,10.18,1.0,1.43
Groundnut,37.01,89.56,1.03,1.0,1.11
Groundnut,35.43,48.09,3.7,1.0,1.39
Groundnut,34.64,74.44,12.2,1.0,1.2
Groundnut,35.41,45.76,5.99,1.0,1.4
Groundnut,32.37,61.35,4.1,1.0,1.27
Groundnut,31.14,63.55,1.17,1.0,1.25
Groundnut,32.03,29.05,12.18,1.0,1.49
Groundnut,34.24,34.29,3.7,1.0,1.47
Groundnut,37.41,40.5,2.35,1.0,1.46
Groundnut,18.08,34.29,3.19,1.0,1.33
Groundnut,39.87,32.08,0.38,1.0,1.54
Groundnut,32.83,70.17,0.27,1.0,1.22
Groundnut,21.06,68.69,3.66,1.0,1.14
Groundnut,20.34,47.92,5.1,1.0,1.26
Groundnut,29.83,69.43,1.28,1.0,1.2
Groundnut,24.66,61.44,6.19,1.0,1.21
Groundnut,18.18,52.33,6.26,1.0,1.22
Groundnut,15.59,22.25,1.57,1.0,1.38
Groundnut,39.8,58.5,4.39,1.0,1.35
Groundnut,29.28,79.45,7.01,1.0,1.13
Groundnut,23.12,70.09,3.75,1.0,1.14
Groundnut,28.86,72.74,9.92,1.0,1.17
Groundnut,36.47,71.45,4.94,1.0,1.23
Groundnut,21.04,54.75,9.46,1.0,1.22
Groundnut,37.05,27.21,10.92,1.0,1.54
Groundnut,26.73,59.03,13.78,1.0,1.24
Groundnut,38.97,86.17,14.86,1.0,1.15
Groundnut,21.16,89.84,3.18,1.0,1.01
Groundnut,31.36,48.6,3.56,1.0,1.35
Groundnut,16.45,40.97,2.82,1.0,1.27
Groundnut,35.83,31.25,2.22,1.0,1.51
Groundnut,32.43,60.35,0.18,1.0,1.28
Groundnut,22.48,61.54,9.0,1.0,1.19
Groundnut,27.61,83.0,2.4,1.0,1.09
Groundnut,33.84,32.83,6.62,1.0,1.48
Groundnut,39.34,53.57,5.48,1.0,1.38
Groundnut,39.85,30.85,14.99,1.0,1.54
Groundnut,26.18,60.17,14.25,1.0,1.23
Groundnut,36.83,56.1,5.39,1.0,1.34
Groundnut,23.54,78.84,10.93,1.0,1.09
Groundnut,35.18,30.63,6.8,1.0,1.5
Groundnut,36.39,63.83,7.13,1.0,1.29
Guava,28.69,29.05,14.83,1.0,1.46
Guava,26.48,68.18,9.27,1.0,1.18
Guava,20.99,89.48,2.67,1.0,1.01
Guava,27.26,67.05,0.65,1.0,1.19
Guava,38.44,35.36,9.76,1.0,1.5
Guava,26.82,47.1,0.05,1.0,1.32
Guava,20.08,86.84,12.27,1.0,1.02
Guava,31.2,58.95,3.11,1.0,1.28
Guava,23.96,80.44,1.44,1.0,1.08
Guava,15.61,27.83,6.02,1.0,1.34
Guava,36.43,31.33,11.04,1.0,1.51
Guava,18.7,62.12,6.24,1.0,1.16
Guava,28.87,72.25,4.39,1.0,1.17
Guava,27.02,64.69,13.11,1.0,1.21
Guava,24.7,53.61,14.71,1.0,1.26
Guava,39.38,77.25,13.42,1.0,1.21
Guava,39.19,24.12,6.61,1.0,1.59
Guava,27.93,28.62,9.06,1.0,1.45
Guava,28.52,61.45,2.29,1.0,1.24
Guava,32.32,87.1,5.19,1.0,1.1
Guava,18.94,24.45,1.54,1.0,1.39
Guava,34.48,32.5,3.71,1.0,1.48
Guava,31.72,34.23,6.83,1.0,1.45
Guava,18.39,42.95,3.58,1.0,1.28
Guava,27.32,43.18,14.52,1.0,1.35
Guava,35.83,22.6,13.78,1.0,1.57
Guava,31.89,55.85,12.61,1.0,1.3
Guava,22.91,85.64,8.09,1.0,1.04
Guava,29.51,85.25,13.4,1.0,1.09
Guava,18.42,57.47,7.45,1.0,1.19
Guava,35.25,30.93,11.22,1.0,1.5
Guava,39.39,50.75,13.28,1.0,1.4
Guava,39.76,58.95,8.38,1.0,1.35
Guava,19.31,75.78,5.08,1.0,1.08
Guava,28.95,87.76,0.23,1.0,1.07
Guava,34.69,26.92,9.64,1.0,1.52
Guava,30.12,74.42,10.92,1.0,1.17
Guava,39.61,82.96,8.2,1.0,1.18
Guava,39.51,62.14,12.81,1.0,1.32
Guava,20.46,69.03,3.41,1.0,1.13
Guava,19.75,63.61,5.38,1.0,1.16
Guava,30.61,69.86,1.76,1.0,1.2
Guava,36.46,86.68,10.84,1.0,1.13
Guava,32.87,30.52,6.1,1.0,1.48
Guava,25.13,44.32,6.67,1.0,1.32
Guava,21.1,34.77,2.9,1.0,1.35
Guava,31.06,41.34,10.55,1.0,1.4
Guava,27.86,46.36,11.31,1.0,1.33
Guava,23.88,29.51,6.04,1.0,1.41
Guava,25.31,74.31,6.34,1.0,1.13
Horse_Gram,31.4,56.48,7.19,1.0,1.3
Horse_Gram,25.07,53.22,4.2,1.0,1.27
Horse_Gram,15.18,39.08,3.2,1.0,1.27
Horse_Gram,20.04,72.77,2.61,1.0,1.1
Horse_Gram,30.11,67.64,10.55,1.0,1.21
Horse_Gram,31.6,24.49,0.64,1.0,1.51
Horse_Gram,17.97,77.2,8.52,1.0,1.06
Horse_Gram,15.43,62.85,12.68,1.0,1.13
Horse_Gram,32.1,57.08,11.12,1.0,1.3
Horse_Gram,15.31,66.17,7.09,1.0,1.11
Horse_Gram,20.25,30.15,2.31,1.0,1.37
Horse_Gram,19.07,59.88,9.44,1.0,1.18
Horse_Gram,32.99,77.89,12.41,1.0,1.16
Horse_Gram,23.57,30.06,9.99,1.0,1.4
Horse_Gram,16.68,82.8,13.07,1.0,1.02
Horse_Gram,17.35,70.97,8.53,1.0,1.1
Horse_Gram,16.0,22.93,10.69,1.0,1.38
Horse_Gram,16.02,41.34,3.59,1.0,1.27
Horse_Gram,21.28,24.15,13.53,1.0,1.42
Horse_Gram,39.4,37.11,0.45,1.0,1.5
Horse_Gram,23.51,38.85,14.23,1.0,1.35
Horse_Gram,32.38,54.54,12.54,1.0,1.32
Horse_Gram,19.16,57.01,13.45,1.0,1.2
Horse_Gram,27.13,42.44,13.62,1.0,1.35
Horse_Gram,34.92,72.46,4.72,1.0,1.22
Horse_Gram,39.94,82.83,0.04,1.0,1.18
Horse_Gram,20.71,48.82,8.95,1.0,1.26
Horse_Gram,24.63,83.86,2.21,1.0,1.07
Horse_Gram,17.1,43.65,8.41,1.0,1.26
Horse_Gram,38.41,33.89,9.9,1.0,1.51
Horse_Gram,29.08,63.27,10.69,1.0,1.23
Horse_Gram,33.26,49.84,3.94,1.0,1.36
Horse_Gram,27.05,30.07,11.72,1.0,1.43
Horse_Gram,29.5,77.1,11.65,1.0,1.14
Horse_Gram,18.0,41.99,10.3,1.0,1.28
Horse_Gram,23.1,59.17,11.3,1.0,1.21
Horse_Gram,24.69,88.26,9.47,1.0,1.04
Horse_Gram,35.21,67.74,14.86,1.0,1.25
Horse_Gram,17.26,62.29,12.95,1.0,1.15
Horse_Gram,30.88,28.98,8.08,1.0,1.48
Horse_Gram,34.47,29.33,9.12,1.0,1.51
Horse_Gram,28.39,29.96,4.12,1.0,1.45
Horse_Gram,35.93,24.89,6.62,1.0,1.55
Horse_Gram,21.66,38.97,2.39,1.0,1.33
Horse_Gram,30.05,34.55,14.24,1.0,1.43
Horse_Gram,35.32,46.94,6.9,1.0,1.39
Horse_Gram,31.47,42.91,10.05,1.0,1.39
Horse_Gram,24.36,62.16,10.38,1.0,1.2
Horse_Gram,38.06,84.54,0.49,1.0,1.15
Horse_Gram,15.73,52.98,11.21,1.0,1.19
Jackfruit,15.43,57.56,7.95,1.0,1.16
Jackfruit,16.85,42.61,9.12,1.0,1.26
Jackfruit,31.26,70.44,5.82,1.0,1.2
Jackfruit,16.08,43.16,6.71,1.0,1.25
Jackfruit,29.45,78.24,5.18,1.0,1.14
Jackfruit,39.39,50.78,8.93,1.0,1.4
Jackfruit,24.2,56.9,4.85,1.0,1.24
Jackfruit,27.76,32.63,14.13,1.0,1.42
Jackfruit,20.3,74.11,3.61,1.0,1.1
Jackfruit,17.96,59.35,7.05,1.0,1.17
Jackfruit,27.05,74.39,8.23,1.0,1.15
Jackfruit,33.6,37.13,5.16,1.0,1.45
Jackfruit,32.87,61.68,9.62,1.0,1.27
Jackfruit,19.97,32.02,11.35,1.0,1.36
Jackfruit,24.39,55.14,9.68,1.0,1.25
Jackfruit,32.74,32.07,10.72,1.0,1.47
Jackfruit,19.06,46.15,13.03,1.0,1.26
Jackfruit,33.43,66.62,12.66,1.0,1.24
Jackfruit,31.72,68.8,14.4,1.0,1.22
Jackfruit,32.39,59.84,7.8,1.0,1.28
Jackfruit,32.72,20.81,11.67,1.0,1.55
Jackfruit,18.79,31.96,7.44,1.0,1.35
Jackfruit,29.98,89.61,10.95,1.0,1.07
Jackfruit,15.38,26.57,3.98,1.0,1.35
Jackfruit,24.42,65.44,2.89,1.0,1.18
Jackfruit,29.72,88.07,12.7,1.0,1.07
Jackfruit,16.27,69.29,0.59,1.0,1.1
Jackfruit,39.61,27.73,3.16,1.0,1.56
Jackfruit,17.38,23.76,13.81,1.0,1.38
