N,P,K,temperature,humidity,ph,rainfall,soil_type,state,season,label
13.63,34.74,27.51,29.73,41.73,6.15,171.21,Loamy,Karnataka,Kharif,Mungbean
18.24,34.8,18.6,21.98,49.51,6.84,227.91,Alluvial,Bihar,Rabi,Lentil
9.06,35.54,19.98,23.97,60.71,5.85,459.35,Alluvial,Maharashtra,Kharif,Mungbean
70.96,26.8,35.84,27.68,66.2,6.76,528.21,Loamy,Uttar Pradesh,Summer,Muskmelon
24.83,28.09,15.53,29.89,69.6,6.17,512.9,Alluvial,Andhra Pradesh,Summer,Mungbean
60.84,37.82,41.89,24.82,83.57,5.91,1900.34,Clayey,Bihar,Kharif,Jute
73.39,27.48,31.38,33.16,56.3,6.91,571.26,Alluvial,Uttar Pradesh,Summer,Muskmelon
131.86,50.72,215.52,31.43,74.09,5.37,2877.79,Coastal Sandy,Tamil Nadu,Perennial,Coconut
102.82,46.08,134.53,21.23,61.29,5.87,2129.17,Alluvial,Punjab,Perennial,Orange
90.09,49.24,132.87,15.85,38.12,6.26,1314.84,Loamy,Punjab,Perennial,Orange
20.11,58.96,30.83,18.47,66.12,6.39,740.75,Loamy,Uttarakhand,Kharif,Kidneybeans
59.44,45.58,104.49,26.03,53.62,5.19,514.37,Laterite,Andhra Pradesh,Perennial,Mango
9.18,52.04,25.78,17.52,39.92,6.54,424.85,Sandy Loam,Madhya Pradesh,Rabi,Lentil
25.05,66.59,21.21,23.27,57.62,7.38,319.46,Black Soil,Maharashtra,Rabi,Chickpea
13.22,38.26,23.56,36.1,46.51,6.93,213.77,Sandy,Gujarat,Kharif,Mothbeans
19.27,61.33,30.82,18.56,51.67,5.85,527.32,Loamy,Himachal Pradesh,Kharif,Kidneybeans
51.03,43.77,24.1,30.61,92.34,6.04,1599.18,Loamy,Bihar,Kharif,Jute
69.54,40.78,53.63,33.52,64.63,5.92,364.32,Alluvial,Maharashtra,Summer,Watermelon
17.52,63.07,12.22,20.61,62.95,7.02,510.97,Loamy,Karnataka,Rabi,Chickpea
67.91,26.25,65.43,30.4,67.36,7.07,376.83,Loamy,Uttar Pradesh,Summer,Muskmelon
22.38,61.44,22.75,24.97,73.09,6.74,725.92,Red Soil,Madhya Pradesh,Kharif,Pigeonpeas
21.72,33.19,30.27,28.15,50.66,5.94,388.06,Black Soil,Karnataka,Kharif,Pigeonpeas
134.01,50.74,148.03,22.41,70.18,5.11,2273.75,Forest Soil,Karnataka,Perennial,Coffee
101.69,44.42,99.78,28.94,62.82,5.69,721.98,Loamy,Madhya Pradesh,Perennial,Orange
70.46,26.47,61.47,25.14,54.56,7.37,602.94,Black Soil,Gujarat,Perennial,Pomegranate
98.22,45.59,230.34,26.3,89.07,5.81,734.66,Loamy,Tamil Nadu,Perennial,Coconut
84.18,43.92,45.17,27.59,64.47,5.85,1121.42,Alluvial,Andhra Pradesh,Kharif,Rice
75.34,67.42,151.33,18.96,65.04,6.34,910.78,Black Soil,Tamil Nadu,Perennial,Grapes
102.59,31.36,237.19,30.64,77.2,5.82,2443.88,Laterite,Kerala,Perennial,Coconut
21.38,44.07,22.38,30.6,60.66,6.98,442.3,Arid,Maharashtra,Kharif,Mothbeans
12.92,52.42,19.33,20.83,40.76,6.22,265.27,Loamy,Uttar Pradesh,Rabi,Lentil
13.56,38.04,19.32,34.05,38.86,7.24,322.2,Sandy,Gujarat,Kharif,Mothbeans
15.87,34.93,31.98,22.83,69.76,6.29,745.75,Alluvial,Jammu Kashmir,Kharif,Kidneybeans
24.7,60.76,43.73,15.8,55.84,6.36,205.7,Alluvial,Jammu Kashmir,Kharif,Kidneybeans
95.49,42.89,51.46,28.76,45.17,6.53,382.14,Loamy,Uttar Pradesh,Summer,Muskmelon
17.95,50.05,39.91,26.33,58.48,6.46,674.18,Loamy,Himachal Pradesh,Kharif,Kidneybeans
111.15,37.02,80.77,22.39,51.49,6.92,1163.47,Alluvial,Himachal Pradesh,Perennial,Apple
105.23,39.49,93.57,29.5,65.09,6.29,816.27,Laterite,Andhra Pradesh,Perennial,Mango
209.18,46.51,309.26,25.16,78.08,6.63,1653.39,Alluvial,Tamil Nadu,Perennial,Banana
152.1,30.51,117.32,29.63,96.92,5.65,2135.6,Coastal Sandy,Kerala,Perennial,Coconut
27.43,36.84,16.78,25.86,57.23,5.72,379.91,Loamy,Madhya Pradesh,Kharif,Blackgram
127.96,54.56,102.14,19.66,80.39,4.58,1321.39,Laterite,Karnataka,Perennial,Coffee
108.83,45.92,221.64,25.41,71.48,6.6,2772.09,Coastal Sandy,Karnataka,Perennial,Coconut
86.82,54.53,99.0,26.86,56.11,6.08,1165.76,Laterite,Maharashtra,Perennial,Mango
72.5,42.05,44.86,32.15,50.03,7.06,392.84,Sandy Loam,Punjab,Summer,Muskmelon
18.0,69.5,15.85,20.73,48.91,6.87,156.16,Black Soil,Karnataka,Rabi,Chickpea
110.66,45.35,139.33,35.56,65.4,6.31,654.4,Alluvial,Andhra Pradesh,Perennial,Mango
29.81,62.34,14.56,32.11,58.55,7.13,250.05,Loamy,Maharashtra,Kharif,Blackgram
15.89,23.06,13.73,29.3,64.55,6.29,273.37,Loamy,Rajasthan,Summer,Mungbean
113.16,79.03,39.16,23.82,69.81,6.16,742.01,Loamy,Madhya Pradesh,Kharif,Maize
76.17,52.54,55.63,29.22,68.7,5.9,720.91,Alluvial,Tamil Nadu,Summer,Watermelon
10.0,38.0,25.65,21.39,39.41,6.78,401.58,Sandy Loam,Bihar,Rabi,Lentil
99.5,18.23,36.16,29.26,78.82,6.21,486.73,Alluvial,Andhra Pradesh,Kharif,Rice
91.26,62.08,189.3,29.28,78.59,5.93,2694.79,Laterite,Tamil Nadu,Perennial,Coconut
119.56,37.99,95.22,26.78,62.42,7.11,657.65,Alluvial,Karnataka,Perennial,Mango
112.08,52.78,91.39,28.08,50.39,5.78,1414.32,Alluvial,Madhya Pradesh,Perennial,Orange
24.27,35.69,21.9,28.74,47.35,7.26,291.56,Loamy,Madhya Pradesh,Kharif,Pigeonpeas
250.99,61.96,295.19,25.56,97.73,7.22,2409.08,Loamy,Gujarat,Perennial,Banana
100.95,60.68,49.36,26.4,48.3,7.02,576.33,Black Soil,Gujarat,Kharif,Cotton
87.76,37.08,51.33,31.86,64.99,6.66,399.75,Loamy,Tamil Nadu,Summer,Watermelon
77.73,44.22,39.15,22.73,72.55,6.55,721.06,Black Soil,Telangana,Kharif,Cotton
19.51,43.86,37.37,20.75,36.03,5.81,752.0,Sandy Loam,Uttarakhand,Kharif,Kidneybeans
60.37,45.11,65.28,28.49,42.92,5.72,514.34,Loamy,Uttar Pradesh,Summer,Muskmelon
80.47,31.48,53.2,25.94,56.12,7.36,362.23,Black Soil,Karnataka,Perennial,Pomegranate
11.95,50.94,28.75,26.0,41.78,7.12,163.36,Arid,Gujarat,Kharif,Mothbeans
15.14,68.72,19.55,17.47,60.63,6.25,293.05,Black Soil,Maharashtra,Rabi,Chickpea
110.7,60.95,100.8,28.33,37.22,5.97,1009.59,Alluvial,Madhya Pradesh,Perennial,Orange
16.2,39.42,17.67,14.83,61.91,6.82,461.92,Sandy Loam,Uttarakhand,Kharif,Kidneybeans
101.67,30.5,59.76,12.8,72.05,6.12,1095.8,Alluvial,Uttarakhand,Perennial,Apple
12.22,59.07,15.61,11.26,49.63,6.79,366.36,Black Soil,Maharashtra,Rabi,Chickpea
15.87,52.23,14.84,15.24,53.51,6.35,423.09,Sandy Loam,Uttar Pradesh,Rabi,Lentil
19.96,42.28,19.17,27.68,86.56,6.97,692.26,Alluvial,Maharashtra,Kharif,Mungbean
100.11,44.4,80.46,32.92,58.81,6.56,392.38,Sandy Loam,Andhra Pradesh,Summer,Watermelon
80.47,37.71,43.98,32.65,64.47,6.29,608.73,Sandy Loam,Andhra Pradesh,Summer,Watermelon
58.98,34.29,50.22,23.18,46.14,6.73,559.16,Red Soil,Karnataka,Perennial,Pomegranate
134.42,62.31,118.48,22.75,45.73,6.78,797.17,Black Soil,Andhra Pradesh,Perennial,Grapes
112.42,51.38,101.14,18.29,84.34,5.9,2044.79,Laterite,Kerala,Perennial,Coffee
83.98,43.35,101.12,21.85,61.23,7.34,664.06,Sandy Loam,Karnataka,Perennial,Grapes
125.6,48.79,55.3,20.78,75.24,5.76,1430.67,Sandy Loam,Madhya Pradesh,Perennial,Orange
155.09,23.97,98.1,24.3,65.85,5.97,731.9,Red Soil,Maharashtra,Perennial,Grapes
105.25,64.08,123.76,27.4,53.23,5.8,995.16,Laterite,Karnataka,Perennial,Mango
197.62,74.42,193.1,24.78,76.72,6.87,2223.55,Alluvial,Gujarat,Perennial,Banana
12.91,38.49,29.16,35.16,39.45,6.86,251.79,Arid,Gujarat,Kharif,Mothbeans
75.96,27.01,27.3,27.89,79.61,6.57,1045.29,Alluvial,West Bengal,Kharif,Jute
61.84,31.98,53.9,33.96,50.2,7.38,497.06,Sandy Loam,Maharashtra,Perennial,Pomegranate
109.28,58.82,127.06,14.12,49.21,6.33,398.31,Red Soil,Tamil Nadu,Perennial,Grapes
16.91,53.34,19.63,20.25,55.91,5.9,572.13,Loamy,Jammu Kashmir,Kharif,Kidneybeans
90.55,55.3,128.76,28.54,83.57,6.08,2870.05,Coastal Sandy,Karnataka,Perennial,Coconut
104.9,51.66,144.04,25.68,44.0,6.01,656.27,Sandy Loam,Tamil Nadu,Perennial,Grapes
28.22,46.19,16.43,15.04,50.46,6.46,414.59,Sandy Loam,Bihar,Rabi,Lentil
37.09,34.56,172.23,25.39,72.48,6.21,1407.85,Loamy,Kerala,Perennial,Coconut
77.21,32.25,32.51,23.75,46.79,7.28,368.14,Sandy Loam,Uttar Pradesh,Summer,Muskmelon
13.17,49.17,25.52,33.7,42.02,7.02,356.67,Arid,Maharashtra,Kharif,Mothbeans
21.95,25.9,30.26,29.42,61.34,6.59,848.5,Red Soil,Gujarat,Kharif,Pigeonpeas
107.79,45.86,256.96,33.11,86.23,6.64,2434.83,Coastal Sandy,Karnataka,Perennial,Coconut
15.69,44.71,18.95,37.79,37.46,6.94,221.64,Sandy Loam,Rajasthan,Kharif,Mothbeans
10.7,55.47,29.26,25.51,49.33,6.2,626.94,Loamy,Himachal Pradesh,Kharif,Kidneybeans
114.27,58.24,113.81,29.47,57.54,6.74,656.81,Black Soil,Andhra Pradesh,Perennial,Grapes
16.48,29.07,18.37,37.07,56.07,6.36,670.38,Sandy Loam,Rajasthan,Summer,Mungbean
16.95,45.03,26.06,24.33,41.84,6.23,474.7,Sandy Loam,Karnataka,Rabi,Chickpea
86.88,34.47,27.99,26.76,57.67,6.68,406.36,Alluvial,Punjab,Summer,Muskmelon
27.56,42.28,28.56,26.28,73.82,5.22,633.0,Black Soil,Karnataka,Kharif,Pigeonpeas
88.38,32.88,32.61,26.95,69.04,6.0,1313.47,Alluvial,West Bengal,Kharif,Rice
15.68,64.81,33.27,21.97,44.13,6.32,564.14,Sandy Loam,Uttarakhand,Kharif,Kidneybeans
22.08,53.01,28.12,22.67,48.18,6.59,717.85,Red Soil,Madhya Pradesh,Kharif,Pigeonpeas
14.94,77.14,32.89,22.67,67.0,6.14,870.58,Loamy,Uttarakhand,Kharif,Kidneybeans
103.94,47.24,184.62,22.3,75.55,5.56,856.63,Sandy Loam,Rajasthan,Perennial,Orange
83.89,40.87,18.46,23.47,86.04,5.59,1007.05,Clayey,Tamil Nadu,Kharif,Rice
159.67,43.17,167.71,20.92,79.62,5.82,1906.7,Loamy,Kerala,Perennial,Coffee
22.11,38.61,18.89,30.48,70.23,6.24,319.83,Sandy Loam,Maharashtra,Kharif,Mungbean
19.88,71.17,30.43,27.84,66.74,7.05,276.34,Loamy,Maharashtra,Kharif,Blackgram
13.56,46.69,23.27,18.8,49.6,6.73,269.9,Loamy,Madhya Pradesh,Rabi,Lentil
209.41,216.77,311.14,36.69,74.01,6.59,1517.68,Sandy Loam,Gujarat,Perennial,Papaya
121.99,54.14,30.45,25.2,77.46,6.28,474.38,Sandy Loam,Madhya Pradesh,Kharif,Maize
113.77,54.75,53.63,20.73,58.81,7.13,557.44,Loamy,Madhya Pradesh,Kharif,Maize
122.39,45.61,155.69,31.76,95.77,5.6,925.35,Coastal Sandy,Andhra Pradesh,Perennial,Coconut
93.51,55.11,122.3,24.58,81.01,5.53,2251.51,Loamy,Kerala,Perennial,Coconut
99.79,43.55,68.43,28.19,68.44,6.38,514.1,Loamy,Maharashtra,Summer,Watermelon
78.77,35.35,43.38,20.26,88.05,5.28,1333.24,Clayey,Assam,Kharif,Jute
17.08,55.71,16.53,27.91,62.93,6.75,819.01,Alluvial,Maharashtra,Kharif,Blackgram
25.16,60.85,28.66,23.21,53.14,6.17,344.81,Sandy Loam,Uttarakhand,Kharif,Kidneybeans
51.19,29.27,32.64,25.62,83.95,6.04,1397.42,Alluvial,Bihar,Kharif,Jute
101.52,41.53,77.35,18.92,73.43,5.86,1156.85,Loamy,Himachal Pradesh,Perennial,Apple
78.23,36.07,44.51,19.19,78.64,5.81,1339.28,Loamy,West Bengal,Kharif,Rice
7.36,42.82,19.31,20.79,69.16,6.86,495.46,Loamy,Madhya Pradesh,Rabi,Lentil
32.34,60.23,18.49,18.64,49.83,7.07,171.66,Loamy,West Bengal,Rabi,Lentil
14.82,42.27,21.94,17.68,56.99,6.62,314.36,Alluvial,Bihar,Rabi,Lentil
146.54,55.85,136.78,17.1,77.83,5.91,1732.03,Forest Soil,Karnataka,Perennial,Coffee
75.98,53.78,170.94,25.58,47.92,5.96,496.71,Red Soil,Karnataka,Perennial,Grapes
19.69,33.62,16.66,21.65,54.5,6.87,421.94,Sandy Loam,West Bengal,Rabi,Lentil
82.44,45.19,129.63,23.41,73.07,6.84,1034.0,Loamy,Andhra Pradesh,Perennial,Mango
28.09,61.86,17.23,21.6,56.23,6.69,393.66,Loamy,Bihar,Rabi,Lentil
176.91,90.9,375.88,31.78,73.56,5.32,1588.56,Loamy,Tamil Nadu,Perennial,Banana
212.88,71.41,207.51,29.77,73.09,6.41,1687.18,Clayey,Tamil Nadu,Perennial,Banana
121.44,31.11,80.81,35.71,65.55,6.26,945.93,Alluvial,Andhra Pradesh,Perennial,Mango
70.54,26.12,41.2,26.84,65.73,6.44,473.88,Black Soil,Gujarat,Perennial,Pomegranate
10.71,82.19,38.13,19.75,57.87,6.69,669.05,Loamy,Uttarakhand,Kharif,Kidneybeans
22.69,49.91,22.81,30.39,83.52,6.59,581.48,Black Soil,Tamil Nadu,Kharif,Blackgram
95.56,65.12,266.88,36.01,87.6,6.55,2190.94,Coastal Sandy,Karnataka,Perennial,Coconut
74.38,36.12,39.1,26.44,45.26,7.05,559.12,Red Soil,Andhra Pradesh,Perennial,Pomegranate
124.03,55.62,155.79,19.02,82.24,5.07,1852.56,Forest Soil,Kerala,Perennial,Coffee
55.5,32.6,82.0,16.64,75.0,5.88,657.69,Mountain Soil,Uttarakhand,Perennial,Apple
231.96,177.82,450.47,30.99,82.58,6.39,1581.08,Alluvial,Maharashtra,Perennial,Papaya
104.1,50.6,116.48,30.29,56.7,6.28,613.38,Black Soil,Tamil Nadu,Perennial,Grapes
17.82,47.17,19.74,23.28,46.77,6.42,240.84,Sandy Loam,Karnataka,Rabi,Chickpea
211.85,199.78,230.58,27.99,71.53,6.49,1026.78,Loamy,Karnataka,Perennial,Papaya
149.74,132.54,408.48,32.66,76.11,6.18,1681.54,Sandy Loam,Gujarat,Perennial,Papaya
88.53,67.21,238.42,32.56,75.54,5.14,2793.74,Coastal Sandy,Andhra Pradesh,Perennial,Coconut
118.51,66.04,148.47,30.45,86.8,6.98,2578.2,Coastal Sandy,Kerala,Perennial,Coconut
40.06,31.78,22.19,32.27,87.34,6.22,1200.53,Alluvial,Bihar,Kharif,Jute
167.29,28.99,169.76,20.4,73.05,5.41,1687.14,Laterite,Kerala,Perennial,Coffee
81.3,36.94,63.65,32.14,75.2,5.64,589.97,Sandy Loam,Maharashtra,Summer,Muskmelon
26.84,54.66,18.89,29.28,54.33,6.54,560.93,Black Soil,Karnataka,Kharif,Pigeonpeas
28.65,31.79,34.87,20.74,63.63,6.62,393.2,Loamy,Madhya Pradesh,Kharif,Pigeonpeas
62.19,30.25,31.43,30.87,80.5,6.45,697.01,Loamy,West Bengal,Kharif,Jute
134.96,33.29,46.25,20.04,71.39,6.78,1109.4,Red Soil,Telangana,Kharif,Cotton
81.58,37.68,62.06,28.98,61.34,6.13,474.94,Loamy,Uttar Pradesh,Summer,Muskmelon
164.9,42.82,327.7,31.1,81.44,5.7,1231.83,Clayey,Maharashtra,Perennial,Banana
97.42,30.75,31.04,24.42,89.28,6.02,1074.82,Loamy,Tamil Nadu,Kharif,Rice
13.49,17.43,25.43,33.65,43.35,6.18,287.01,Sandy,Gujarat,Kharif,Mothbeans
46.63,33.42,52.54,23.4,77.6,6.29,1028.22,Alluvial,West Bengal,Kharif,Rice
102.49,16.87,113.03,32.53,55.98,6.13,1257.05,Loamy,Maharashtra,Perennial,Mango
132.06,52.69,233.81,31.99,85.08,5.86,1705.44,Laterite,Kerala,Perennial,Coconut
21.81,34.95,25.55,35.89,34.56,6.7,250.66,Sandy,Rajasthan,Kharif,Mothbeans
30.71,45.96,22.67,17.71,48.41,6.02,415.64,Loamy,Madhya Pradesh,Rabi,Lentil
22.66,84.87,30.7,19.0,68.15,6.41,410.28,Loamy,Himachal Pradesh,Kharif,Kidneybeans
21.47,51.31,26.78,29.6,54.56,6.9,276.04,Sandy,Maharashtra,Kharif,Mothbeans
11.35,31.63,9.98,24.71,49.81,7.61,202.81,Sandy,Rajasthan,Kharif,Mothbeans
38.65,27.08,45.52,20.85,77.63,5.96,1011.24,Alluvial,Andhra Pradesh,Kharif,Rice
6.65,35.79,15.73,29.72,37.9,7.45,158.85,Arid,Gujarat,Kharif,Mothbeans
81.32,42.35,26.27,17.59,77.15,6.2,1012.42,Mountain Soil,Himachal Pradesh,Perennial,Apple
67.83,34.42,90.17,21.19,71.69,6.35,815.38,Mountain Soil,Himachal Pradesh,Perennial,Apple
154.56,68.32,151.12,20.77,97.34,5.88,1402.62,Laterite,Tamil Nadu,Perennial,Coffee
24.78,29.54,20.7,18.18,59.41,6.38,262.34,Loamy,Madhya Pradesh,Rabi,Lentil
40.2,30.21,47.21,29.71,98.37,5.44,1430.23,Clayey,West Bengal,Kharif,Jute
71.24,61.86,50.31,30.36,81.08,6.78,440.92,Loamy,Andhra Pradesh,Summer,Watermelon
173.28,240.16,463.85,27.91,77.26,7.53,2079.31,Loamy,Maharashtra,Perennial,Papaya
72.02,40.03,50.59,29.24,83.82,7.08,687.09,Red Soil,Telangana,Kharif,Cotton
11.02,43.31,17.41,20.8,62.64,6.79,579.71,Loamy,Maharashtra,Rabi,Chickpea
7.1,40.54,25.17,27.82,44.26,6.36,160.76,Arid,Maharashtra,Kharif,Mothbeans
150.34,50.22,111.0,17.81,77.51,5.09,1917.84,Loamy,Kerala,Perennial,Coffee
190.71,31.8,148.07,23.67,98.61,5.45,1213.67,Loamy,Karnataka,Perennial,Coffee
19.41,54.37,21.06,39.48,43.49,7.14,212.6,Sandy Loam,Gujarat,Kharif,Mothbeans
116.01,22.58,76.05,31.35,50.59,7.13,786.52,Sandy Loam,Tamil Nadu,Summer,Watermelon
84.76,35.22,74.71,32.75,76.02,7.16,606.14,Sandy Loam,Andhra Pradesh,Summer,Watermelon
63.77,37.21,64.32,31.89,51.06,6.95,100.0,Loamy,Uttar Pradesh,Summer,Muskmelon
96.8,69.04,99.78,23.44,100.0,5.6,1603.3,Sandy Loam,Rajasthan,Perennial,Orange
103.81,43.08,36.98,23.03,60.63,7.51,442.68,Black Soil,Andhra Pradesh,Kharif,Cotton
112.22,26.38,122.31,29.78,79.92,5.95,2396.16,Laterite,Andhra Pradesh,Perennial,Coconut
82.45,30.11,58.32,27.46,45.78,7.25,359.0,Sandy Loam,Punjab,Summer,Muskmelon
20.89,30.42,12.81,30.81,70.72,6.54,217.14,Loamy,Karnataka,Summer,Mungbean
27.8,57.94,18.1,22.34,38.09,7.11,204.54,Loamy,Maharashtra,Rabi,Chickpea
19.59,52.05,32.7,17.34,68.56,6.95,935.75,Loamy,Uttarakhand,Kharif,Kidneybeans
68.4,29.98,68.09,28.54,43.69,6.23,361.48,Alluvial,Punjab,Summer,Muskmelon
60.44,18.05,46.46,37.9,55.69,6.97,498.81,Red Soil,Andhra Pradesh,Perennial,Pomegranate
292.24,190.86,505.39,32.29,85.5,6.3,1055.39,Loamy,Gujarat,Perennial,Papaya
77.85,27.55,59.62,30.82,56.67,6.78,341.17,Loamy,Punjab,Summer,Muskmelon
19.38,30.63,23.37,26.44,60.61,6.95,360.74,Black Soil,Maharashtra,Rabi,Chickpea
205.25,71.47,296.35,25.38,79.57,6.73,2139.9,Loamy,Maharashtra,Perennial,Banana
118.82,34.25,64.61,23.5,68.88,5.56,746.82,Black Soil,Gujarat,Kharif,Cotton
32.32,65.25,23.36,25.09,41.53,6.56,454.72,Alluvial,West Bengal,Rabi,Lentil
17.86,48.61,21.09,27.45,79.94,6.29,355.27,Loamy,Rajasthan,Kharif,Mungbean
20.09,30.21,17.85,22.28,68.52,6.46,534.25,Alluvial,Maharashtra,Kharif,Blackgram
79.35,52.32,83.58,16.43,62.71,6.24,714.53,Loamy,Uttarakhand,Perennial,Apple
10.52,44.08,21.14,24.95,67.2,6.47,669.43,Alluvial,Andhra Pradesh,Kharif,Mungbean
18.63,55.62,19.27,25.26,57.45,6.29,428.57,Black Soil,Karnataka,Rabi,Chickpea
46.75,39.89,39.91,30.84,87.46,6.65,1271.23,Clayey,Assam,Kharif,Jute
91.09,62.05,142.46,24.89,80.57,5.67,1438.53,Loamy,Karnataka,Perennial,Coconut
132.84,47.13,125.63,30.66,83.69,6.33,901.43,Alluvial,Uttar Pradesh,Perennial,Mango
50.28,28.69,30.61,33.02,77.76,6.8,1520.47,Clayey,Odisha,Kharif,Jute
89.61,42.2,89.62,28.29,69.74,4.81,643.02,Loamy,Andhra Pradesh,Perennial,Mango
93.87,47.1,100.05,31.16,47.44,6.58,1123.27,Loamy,Maharashtra,Perennial,Mango
103.91,52.85,45.65,35.22,50.16,5.86,635.68,Alluvial,Tamil Nadu,Summer,Watermelon
69.54,48.49,71.57,28.53,47.17,7.63,562.21,Loamy,Tamil Nadu,Summer,Watermelon
21.87,32.54,21.65,23.0,54.45,6.13,386.42,Alluvial,Madhya Pradesh,Rabi,Lentil
83.0,51.0,82.81,32.43,45.85,6.28,1186.09,Loamy,Karnataka,Perennial,Mango
25.06,63.89,28.64,21.55,66.93,5.26,633.27,Loamy,Jammu Kashmir,Kharif,Kidneybeans
10.55,51.69,13.55,24.09,75.17,6.66,391.86,Black Soil,Uttar Pradesh,Kharif,Blackgram
17.8,36.89,17.64,21.91,50.06,5.56,716.9,Alluvial,Uttar Pradesh,Kharif,Blackgram
188.27,65.43,229.99,28.09,71.42,5.44,1370.67,Clayey,Gujarat,Perennial,Banana
86.69,35.68,69.75,30.61,56.24,7.47,1009.17,Black Soil,Telangana,Kharif,Cotton
21.15,39.07,19.31,26.12,57.96,6.71,293.06,Loamy,Rajasthan,Kharif,Mungbean
140.45,56.85,163.14,18.36,64.73,6.05,1529.49,Laterite,Karnataka,Perennial,Coffee
119.99,69.51,97.97,19.25,85.71,4.9,2654.22,Laterite,Karnataka,Perennial,Coffee
68.65,49.53,126.2,26.71,73.7,6.69,896.76,Alluvial,Rajasthan,Perennial,Orange
104.23,52.1,242.58,33.21,81.2,5.26,2167.81,Loamy,Andhra Pradesh,Perennial,Coconut
177.93,212.01,344.77,27.81,97.36,6.12,936.99,Loamy,Gujarat,Perennial,Papaya
110.53,34.94,124.81,25.88,69.28,5.48,1666.63,Laterite,Tamil Nadu,Perennial,Coffee
104.04,37.68,52.53,27.09,72.17,6.88,833.23,Red Soil,Telangana,Kharif,Cotton
21.76,23.3,26.63,23.57,56.84,7.13,390.87,Black Soil,Gujarat,Kharif,Pigeonpeas
8.86,32.32,16.96,38.83,53.58,6.36,454.32,Loamy,Rajasthan,Summer,Mungbean
45.91,29.72,54.01,22.08,50.99,6.95,160.65,Sandy Loam,Karnataka,Perennial,Pomegranate
96.78,51.54,68.24,29.59,53.73,7.06,486.12,Alluvial,Maharashtra,Kharif,Cotton
23.82,29.69,14.65,14.67,46.54,6.93,226.84,Loamy,Karnataka,Rabi,Chickpea
104.48,20.73,114.86,33.52,78.97,6.21,1321.25,Laterite,Karnataka,Perennial,Mango
108.45,61.44,96.34,37.11,43.85,5.71,902.9,Alluvial,Uttar Pradesh,Perennial,Mango
88.3,35.35,65.07,30.94,50.11,6.45,486.78,Loamy,Rajasthan,Summer,Muskmelon
18.75,39.0,25.84,17.92,53.17,6.52,682.77,Alluvial,Jammu Kashmir,Kharif,Kidneybeans
94.78,43.1,97.0,24.06,57.46,6.38,1671.97,Alluvial,Punjab,Perennial,Orange
18.15,40.54,15.31,28.13,69.67,6.07,971.5,Alluvial,Maharashtra,Summer,Mungbean
114.41,92.25,272.08,24.03,83.77,6.67,2198.28,Alluvial,Gujarat,Perennial,Banana
141.15,32.11,121.56,29.48,75.47,6.12,620.82,Red Soil,Tamil Nadu,Perennial,Grapes
54.17,35.73,30.38,35.46,78.48,6.68,1103.22,Alluvial,Bihar,Kharif,Jute
13.56,46.94,12.25,20.3,46.2,6.51,355.19,Loamy,Uttar Pradesh,Rabi,Lentil
111.29,41.97,38.55,26.36,72.05,6.23,749.05,Loamy,Tamil Nadu,Kharif,Rice
81.86,26.28,18.76,23.81,67.49,5.74,1205.44,Clayey,Tamil Nadu,Kharif,Rice
90.42,55.84,83.15,31.69,60.7,6.31,1667.29,Loamy,Maharashtra,Perennial,Orange
16.6,27.33,14.62,30.56,48.58,7.61,274.34,Arid,Maharashtra,Kharif,Mothbeans
41.16,28.95,31.78,30.91,94.9,6.99,1935.87,Clayey,Bihar,Kharif,Jute
24.36,58.18,15.32,20.03,37.98,7.57,211.76,Alluvial,Bihar,Rabi,Lentil
24.39,51.19,31.14,33.01,71.33,6.32,681.2,Black Soil,Karnataka,Kharif,Pigeonpeas
78.04,77.84,47.89,25.32,60.52,6.58,265.64,Black Soil,Andhra Pradesh,Kharif,Cotton
61.87,21.9,43.19,28.49,45.36,6.95,499.16,Loamy,Maharashtra,Summer,Muskmelon
202.67,193.47,445.08,31.59,83.96,5.4,1353.71,Sandy Loam,Gujarat,Perennial,Papaya
70.63,28.1,58.87,27.44,44.86,6.41,292.09,Sandy Loam,Karnataka,Perennial,Pomegranate
39.43,18.65,39.05,22.12,31.17,7.41,602.04,Red Soil,Andhra Pradesh,Perennial,Pomegranate
20.32,49.8,12.85,31.41,49.98,6.04,538.34,Loamy,Maharashtra,Kharif,Mungbean
15.58,46.67,14.12,32.27,71.54,6.43,678.09,Alluvial,Maharashtra,Summer,Mungbean
20.37,55.42,18.69,24.45,65.28,7.24,488.34,Black Soil,Karnataka,Rabi,Chickpea
74.05,36.2,31.35,33.4,51.08,6.47,523.57,Sandy Loam,Rajasthan,Summer,Muskmelon
44.09,52.14,56.55,28.3,46.44,7.09,241.3,Sandy Loam,Punjab,Summer,Muskmelon
156.84,61.87,267.86,21.03,72.26,5.9,2044.97,Loamy,Andhra Pradesh,Perennial,Banana
22.76,53.2,16.57,21.94,42.86,6.81,427.16,Loamy,Maharashtra,Rabi,Chickpea
19.88,43.63,19.24,18.49,29.79,6.83,381.25,Loamy,Karnataka,Rabi,Chickpea
157.43,52.35,169.51,19.38,75.12,5.6,1855.64,Laterite,Karnataka,Perennial,Coffee
12.32,31.02,24.58,20.3,55.08,6.63,303.72,Loamy,West Bengal,Rabi,Lentil
25.94,31.65,20.04,33.2,45.59,6.63,455.64,Red Soil,Maharashtra,Kharif,Pigeonpeas
