record_id,district_code,latitude,longitude,field_id,area_m2,crop_name,crop_type,season,agro_climatic_zone,soil_n,soil_p,soil_k,soil_ph,organic_carbon,soil_texture,soil_moisture_pct,groundwater_depth_m,avg_rainfall_mm,rainfall_mm,rainfall_30d_mm,rainfall_60d_mm,rainfall_effective_mm,avg_temp_c,temperature_avg_c,humidity_pct,et0_mm,kc_value,ndvi_mean,ndvi_max,ndvi_trend,ndvi_t1,ndvi_t2,ndvi_t3,ndvi_t4,ndvi_t5,ndvi_t6,evi_t1,evi_t2,ndwi_t1,ndwi_t2,sowing_day_of_year,growth_stage,irrigation_method,recommended_crop,yield_kg,water_required_m3,season_target,sowing_day_of_year_num
8212,HR004,21.93,82.91,FLD08212,13110,Coconut,Plantation,Year-round,Plateau,230,31,198,6.3,0.93,Sandy Clay,36,13.1,1037,809,353,507,700,30.3,30.3,75,5.7,1.19,0.67,0.72,0.014,0.63,0.62,0.64,0.71,0.72,0.7,0.54,0.54,0.24,0.26,153,Bulbing,Surface,Coconut,16430,0,Kharif,153
8216,UP002,11.41,84.5,FLD08216,5824,Coconut,Plantation,Year-round,Arid,292,38,232,6.6,0.51,Sandy,37,15.8,388,314,120,232,294,33.9,33.9,47,6.2,1.19,0.69,0.74,0.016,0.66,0.62,0.69,0.72,0.7,0.74,0.54,0.54,0.28,0.29,166,Vegetative,Sprinkler,Coconut,9087,0,Kharif,166
8217,RJ007,25.07,72.3,FLD08217,12520,Coconut,Plantation,Year-round,Humid,207,49,206,6.0,0.75,Sandy Loam,36,8.6,2230,1929,586,1526,1768,27.3,27.3,80,5.9,1.19,0.67,0.74,0.018,0.61,0.65,0.65,0.7,0.74,0.7,0.54,0.56,0.31,0.28,153,Flowering,Sprinkler,Coconut,16271,0,Kharif,153
8218,KA015,16.05,78.14,FLD08218,12518,Coconut,Plantation,Year-round,Sub-Humid,283,51,215,6.2,0.84,Sandy Loam,20,10.8,894,728,257,484,652,28.3,28.3,70,6.1,1.19,0.69,0.73,0.016,0.64,0.63,0.68,0.73,0.73,0.72,0.53,0.52,0.31,0.28,151,Tuber development,Drip,Coconut,17359,0,Kharif,151
8220,MH006,24.11,74.85,FLD08220,6252,Coconut,Plantation,Year-round,Arid,224,45,215,7.3,0.89,Sandy Clay,22,23.0,267,235,81,145,214,35.6,35.6,49,6.3,1.19,0.67,0.74,0.024,0.62,0.63,0.64,0.69,0.72,0.74,0.53,0.55,0.25,0.28,141,Grain filling,Sprinkler,Coconut,11161,91,Kharif,141
8222,RJ021,22.48,81.2,FLD08222,5610,Coconut,Plantation,Year-round,Humid,206,36,183,6.7,0.53,Loam,31,7.6,2969,2474,1026,1833,2229,26.2,26.2,76,5.1,1.19,0.68,0.74,0.02,0.63,0.63,0.67,0.7,0.74,0.73,0.52,0.53,0.24,0.3,149,Tuber development,Surface,Coconut,7106,0,Kharif,149
8226,GJ006,20.85,73.53,FLD08226,14846,Coconut,Plantation,Year-round,Coastal,232,47,199,6.0,0.98,Laterite,24,8.2,2326,1895,818,1183,1765,28.8,28.8,80,5.8,1.19,0.67,0.72,0.014,0.65,0.65,0.64,0.69,0.7,0.72,0.53,0.54,0.24,0.28,162,Reproductive,Surface,Coconut,20235,0,Kharif,162
8228,AP031,23.59,86.3,FLD08228,7807,Coconut,Plantation,Year-round,Semi-Arid,259,32,231,7.2,0.67,Sandy Clay,29,13.8,630,573,238,451,493,29.3,29.3,55,5.9,1.19,0.69,0.73,0.012,0.66,0.63,0.69,0.69,0.73,0.72,0.56,0.53,0.24,0.3,162,Flush,Sprinkler,Coconut,10775,0,Kharif,162
8233,MP007,14.64,81.86,FLD08233,11006,Coconut,Plantation,Year-round,Coastal,287,42,180,7.0,0.69,Clay Loam,38,6.8,2269,2139,907,1624,1923,28.5,28.5,71,5.9,1.19,0.67,0.7,0.01,0.65,0.62,0.69,0.67,0.7,0.7,0.56,0.52,0.29,0.32,141,Pod formation,Sprinkler,Coconut,15094,0,Kharif,141
8234,MH024,18.22,89.22,FLD08234,8082,Coconut,Plantation,Year-round,Arid,214,32,171,6.1,0.65,Clay Loam,30,20.7,429,370,123,273,332,30.9,30.9,46,5.6,1.19,0.67,0.72,0.012,0.63,0.63,0.64,0.72,0.72,0.69,0.55,0.53,0.32,0.32,155,Tuber development,Sprinkler,Coconut,9867,0,Kharif,155
8235,RJ014,11.26,76.1,FLD08235,16342,Coconut,Plantation,Year-round,Sub-Humid,181,40,198,6.8,0.59,Sandy Clay,23,8.1,871,747,293,499,691,27.6,27.6,76,5.9,1.19,0.69,0.74,0.022,0.63,0.64,0.67,0.73,0.7,0.74,0.53,0.53,0.26,0.32,151,Flowering,Sprinkler,Coconut,19427,0,Kharif,151
8238,HR049,33.14,76.64,FLD08238,19332,Coconut,Plantation,Year-round,Mountain,282,40,232,5.9,0.84,Sandy Loam,22,12.6,905,698,237,539,595,20.3,20.3,80,5.8,1.19,0.67,0.7,0.012,0.64,0.65,0.66,0.69,0.7,0.7,0.56,0.53,0.31,0.26,167,Tuber development,Sprinkler,Coconut,24043,0,Kharif,167
8239,KA001,11.73,72.18,FLD08239,11828,Coconut,Plantation,Year-round,Sub-Humid,217,34,236,7.5,0.56,Sandy,34,10.3,911,824,281,596,743,29.2,29.2,76,5.7,1.19,0.68,0.73,0.018,0.64,0.63,0.68,0.69,0.71,0.73,0.54,0.55,0.24,0.27,144,Tuber bulking,Drip,Coconut,14477,0,Kharif,144
8240,UP038,29.04,77.24,FLD08240,11448,Coconut,Plantation,Year-round,Humid,253,28,240,6.5,0.88,Clay Loam,26,9.6,3041,2292,905,1410,2076,26.3,26.3,75,6.2,1.19,0.68,0.75,0.022,0.64,0.66,0.66,0.67,0.7,0.75,0.55,0.55,0.28,0.22,164,Fruiting,Drip,Coconut,15057,0,Kharif,164
8241,GJ008,24.21,82.43,FLD08241,10458,Coconut,Plantation,Year-round,Plateau,275,32,220,6.5,0.85,Sandy,21,14.1,895,745,282,536,701,29.8,29.8,62,6.5,1.19,0.67,0.7,0.008,0.66,0.63,0.66,0.7,0.69,0.7,0.54,0.53,0.29,0.29,155,Tuber bulking,Surface,Coconut,12696,0,Kharif,155
8245,MP050,16.92,84.75,FLD08245,10904,Coconut,Plantation,Year-round,Coastal,227,42,180,6.9,0.91,Sandy,37,11.8,1227,1076,463,761,1011,29.9,29.9,80,6.1,1.19,0.68,0.72,0.01,0.65,0.65,0.68,0.72,0.69,0.7,0.53,0.55,0.28,0.29,154,Grain filling,Drip,Coconut,14370,0,Kharif,154
8246,GJ016,29.06,93.06,FLD08246,5400,Coconut,Plantation,Year-round,Mountain,227,30,171,6.1,0.54,Clay Loam,23,9.9,1511,1351,489,951,1279,19.7,19.7,68,5.9,1.19,0.69,0.74,0.022,0.62,0.66,0.68,0.68,0.74,0.73,0.52,0.58,0.29,0.32,159,Reproductive,Surface,Coconut,6391,0,Kharif,159
8248,UP040,12.49,85.17,FLD08248,16528,Coconut,Plantation,Year-round,Humid,284,45,197,7.3,0.53,Sandy,28,7.5,2316,2033,816,1456,1808,25.9,25.9,80,6.2,1.19,0.68,0.72,0.014,0.65,0.63,0.67,0.67,0.72,0.72,0.56,0.53,0.31,0.32,145,Bearing,Sprinkler,Coconut,20533,0,Kharif,145
8250,AP035,21.35,86.66,FLD08250,16468,Coconut,Plantation,Year-round,Humid,240,40,221,6.5,0.92,Sandy Loam,20,6.0,1856,1527,633,1197,1438,25.6,25.6,84,5.7,1.19,0.68,0.72,0.014,0.64,0.63,0.68,0.7,0.72,0.71,0.56,0.53,0.24,0.32,156,Mature,Drip,Coconut,20761,0,Kharif,156
8251,MP035,14.94,87.79,FLD08251,6056,Arecanut,Plantation,Year-round,Plateau,309,37,223,7.6,0.63,Sandy Loam,21,13.6,1134,993,305,717,886,27.6,27.6,67,5.0,1.17,0.69,0.72,0.004,0.67,0.67,0.67,0.72,0.69,0.69,0.57,0.59,0.26,0.3,143,Tillering,Drip,Arecanut,1508,0,Kharif,143
8253,TN016,23.37,87.15,FLD08253,9063,Arecanut,Plantation,Year-round,Sub-Humid,202,30,174,6.4,0.74,Clay Loam,29,12.0,930,832,324,570,729,27.4,27.4,76,6.3,1.17,0.68,0.7,0.008,0.66,0.66,0.68,0.67,0.69,0.7,0.55,0.54,0.23,0.25,154,Reproductive,Sprinkler,Arecanut,2008,0,Kharif,154
8254,UP031,33.86,81.08,FLD08254,13957,Arecanut,Plantation,Year-round,Mountain,280,44,187,6.1,0.77,Laterite,27,14.8,2465,2065,756,1459,1862,16.9,16.9,73,6.1,1.17,0.68,0.74,0.02,0.64,0.63,0.68,0.69,0.71,0.74,0.54,0.54,0.3,0.31,167,Bearing,Surface,Arecanut,3329,0,Kharif,167
8256,KA031,13.11,81.53,FLD08256,11337,Arecanut,Plantation,Year-round,Coastal,228,48,229,7.1,0.65,Sandy Loam,30,7.3,1171,1020,373,750,916,30.1,30.1,78,6.3,1.17,0.67,0.71,0.004,0.67,0.65,0.63,0.71,0.69,0.69,0.57,0.55,0.22,0.28,165,Flowering,Sprinkler,Arecanut,2909,0,Kharif,165
8258,TN022,20.88,82.12,FLD08258,7150,Arecanut,Plantation,Year-round,Coastal,309,28,240,6.0,0.75,Loam,38,9.1,1898,1706,538,1085,1528,28.5,28.5,82,5.3,1.17,0.69,0.74,0.022,0.63,0.66,0.69,0.68,0.73,0.74,0.55,0.55,0.29,0.23,151,Flush,Drip,Arecanut,1750,0,Kharif,151
8259,HR042,29.35,74.65,FLD08259,5446,Arecanut,Plantation,Year-round,Plateau,235,46,224,6.2,0.54,Clay Loam,23,14.6,1156,942,304,723,864,28.2,28.2,74,6.0,1.17,0.69,0.74,0.016,0.66,0.65,0.68,0.71,0.73,0.74,0.57,0.56,0.22,0.28,151,Reproductive,Drip,Arecanut,1263,0,Kharif,151
8260,PB050,20.72,87.64,FLD08260,7471,Arecanut,Plantation,Year-round,Coastal,313,28,227,6.8,0.82,Sandy,25,8.0,1033,977,417,643,890,29.0,29.0,74,6.1,1.17,0.68,0.73,0.022,0.62,0.62,0.67,0.71,0.73,0.73,0.52,0.52,0.33,0.24,150,Tuber development,Surface,Arecanut,1793,0,Kharif,150
8261,TN022,28.63,91.14,FLD08261,16258,Arecanut,Plantation,Year-round,Mountain,278,47,227,7.5,0.54,Clay,27,11.1,1425,1121,359,704,1021,20.0,20.0,79,5.1,1.17,0.68,0.75,0.02,0.65,0.64,0.64,0.69,0.71,0.75,0.55,0.56,0.26,0.31,164,Grain filling,Drip,Arecanut,3906,0,Kharif,164
8263,KA034,20.42,83.27,FLD08263,5462,Arecanut,Plantation,Year-round,Coastal,185,43,217,6.2,0.58,Laterite,24,11.8,1703,1436,550,973,1271,28.8,28.8,80,5.7,1.17,0.69,0.74,0.02,0.64,0.66,0.65,0.72,0.72,0.74,0.53,0.57,0.28,0.23,165,Boll formation,Sprinkler,Arecanut,1423,0,Kharif,165
8264,AP041,25.71,86.45,FLD08264,11510,Arecanut,Plantation,Year-round,Semi-Arid,309,51,201,7.4,0.8,Clay Loam,33,10.2,684,608,205,447,559,28.2,28.2,67,5.0,1.17,0.68,0.72,0.016,0.63,0.66,0.69,0.72,0.69,0.71,0.55,0.56,0.29,0.25,163,Pod formation,Drip,Arecanut,3131,0,Kharif,163
8265,RJ023,30.99,84.56,FLD08265,7843,Arecanut,Plantation,Year-round,Mountain,275,33,178,6.5,0.83,Clay Loam,35,10.9,1435,1161,392,907,1084,22.4,22.4,81,5.6,1.17,0.69,0.73,0.02,0.62,0.65,0.68,0.73,0.71,0.72,0.53,0.57,0.32,0.24,164,Bulbing,Sprinkler,Arecanut,1749,0,Kharif,164
8267,UP026,31.71,88.73,FLD08267,12538,Arecanut,Plantation,Year-round,Mountain,314,43,212,5.8,0.64,Clay Loam,30,11.9,2453,2164,690,1520,1920,18.4,18.4,63,6.3,1.17,0.68,0.71,0.004,0.67,0.62,0.68,0.71,0.69,0.69,0.57,0.55,0.24,0.24,148,Tuber bulking,Sprinkler,Arecanut,3380,0,Kharif,148
8268,AP025,10.15,71.01,FLD08268,18977,Arecanut,Plantation,Year-round,Semi-Arid,208,48,177,7.6,0.73,Laterite,21,12.0,513,447,134,329,384,29.9,29.9,68,5.6,1.17,0.69,0.73,0.014,0.66,0.65,0.67,0.72,0.7,0.73,0.55,0.56,0.26,0.25,143,Reproductive,Drip,Arecanut,4281,0,Kharif,143
8274,KA016,25.86,77.82,FLD08274,14687,Arecanut,Plantation,Year-round,Mountain,310,37,186,6.1,0.75,Sandy Clay,33,8.2,1862,1635,524,1207,1535,24.4,24.4,70,5.6,1.17,0.67,0.72,0.02,0.62,0.63,0.66,0.69,0.71,0.72,0.51,0.55,0.28,0.23,147,Grand growth,Surface,Arecanut,3475,0,Kharif,147
8275,TN020,18.77,77.92,FLD08275,18878,Arecanut,Plantation,Year-round,Semi-Arid,310,29,212,7.4,0.81,Loam,22,16.5,813,668,219,524,602,29.9,29.9,60,5.9,1.17,0.68,0.73,0.014,0.66,0.62,0.67,0.67,0.72,0.73,0.57,0.54,0.25,0.24,140,Bulbing,Drip,Arecanut,4553,0,Kharif,140
8279,TN015,29.92,91.93,FLD08279,5548,Arecanut,Plantation,Year-round,Mountain,187,48,199,7.8,0.71,Clay,26,11.7,1451,1336,567,998,1162,22.1,22.1,68,6.2,1.17,0.67,0.73,0.022,0.62,0.62,0.64,0.7,0.71,0.73,0.53,0.51,0.26,0.28,145,Nut development,Sprinkler,Arecanut,1208,0,Kharif,145
8281,GJ042,25.97,94.69,FLD08281,19862,Arecanut,Plantation,Year-round,Mountain,258,50,240,6.3,0.51,Sandy,35,12.0,1439,1279,442,910,1123,22.9,22.9,75,6.3,1.17,0.69,0.75,0.022,0.64,0.66,0.67,0.67,0.73,0.75,0.53,0.57,0.29,0.26,169,Bearing,Sprinkler,Arecanut,4859,0,Kharif,169
8282,AP044,14.48,79.35,FLD08282,8790,Arecanut,Plantation,Year-round,Sub-Humid,216,47,198,7.7,0.59,Clay,29,12.8,953,802,283,564,734,27.4,27.4,71,6.3,1.17,0.68,0.74,0.014,0.65,0.64,0.64,0.68,0.74,0.72,0.56,0.54,0.22,0.24,155,Bulbing,Surface,Arecanut,2085,0,Kharif,155
8283,KA047,22.36,72.34,FLD08283,5613,Arecanut,Plantation,Year-round,Arid,225,52,188,6.2,0.53,Loam,36,24.2,282,238,72,190,213,32.8,32.8,56,5.8,1.17,0.69,0.73,0.014,0.65,0.65,0.68,0.71,0.73,0.72,0.57,0.54,0.25,0.25,160,Bulbing,Drip,Arecanut,1790,0,Kharif,160
8285,UP045,20.49,78.13,FLD08285,17779,Arecanut,Plantation,Year-round,Coastal,201,46,174,6.6,0.5,Sandy,22,9.0,2652,2186,865,1580,1997,30.7,30.7,75,5.6,1.17,0.68,0.72,0.014,0.65,0.64,0.66,0.68,0.71,0.72,0.54,0.54,0.24,0.24,143,Reproductive,Surface,Arecanut,4010,0,Kharif,143
8286,KA003,25.93,85.36,FLD08286,11581,Arecanut,Plantation,Year-round,Plateau,208,49,179,6.4,0.64,Clay,30,13.3,896,698,250,469,630,26.0,26.0,76,6.1,1.17,0.68,0.72,0.012,0.66,0.63,0.68,0.69,0.71,0.72,0.57,0.53,0.24,0.33,161,Vegetative,Surface,Arecanut,2780,0,Kharif,161
8287,HR008,20.61,89.53,FLD08287,7735,Arecanut,Plantation,Year-round,Plateau,202,52,204,7.5,0.72,Clay Loam,25,11.2,858,697,232,438,611,29.1,29.1,62,6.1,1.17,0.68,0.74,0.012,0.64,0.65,0.66,0.68,0.74,0.7,0.56,0.57,0.3,0.23,151,Flowering,Surface,Arecanut,1769,0,Kharif,151
8289,MP005,29.69,82.03,FLD08289,7795,Arecanut,Plantation,Year-round,Mountain,219,29,196,6.2,0.77,Laterite,37,12.4,1460,1282,403,777,1094,20.1,20.1,73,5.4,1.17,0.68,0.73,0.018,0.62,0.64,0.66,0.72,0.73,0.71,0.53,0.53,0.32,0.27,153,Bearing,Sprinkler,Arecanut,1859,0,Kharif,153
8292,TN012,15.98,79.62,FLD08292,15857,Arecanut,Plantation,Year-round,Coastal,289,50,210,7.7,0.65,Clay,37,7.8,2615,2238,744,1694,2054,29.3,29.3,82,5.1,1.17,0.68,0.73,0.018,0.63,0.64,0.66,0.69,0.73,0.72,0.54,0.53,0.25,0.27,141,Bulbing,Sprinkler,Arecanut,4073,0,Kharif,141
8294,AP046,17.2,72.61,FLD08294,5959,Arecanut,Plantation,Year-round,Coastal,181,43,223,6.3,0.84,Laterite,26,7.0,1739,1311,436,1032,1199,30.1,30.1,79,6.1,1.17,0.7,0.74,0.016,0.66,0.67,0.67,0.7,0.74,0.74,0.58,0.57,0.25,0.23,165,Rhizome development,Surface,Arecanut,1498,0,Kharif,165
8295,MP029,22.2,80.24,FLD08295,5813,Arecanut,Plantation,Year-round,Arid,200,30,189,6.7,0.51,Clay Loam,28,18.9,279,247,98,167,214,30.3,30.3,54,5.1,1.17,0.68,0.72,0.02,0.62,0.63,0.68,0.72,0.7,0.72,0.51,0.53,0.27,0.23,169,Flush,Drip,Arecanut,1689,0,Kharif,169
8296,HR017,11.56,70.45,FLD08296,12870,Arecanut,Plantation,Year-round,Plateau,194,29,217,6.1,0.82,Clay,31,11.7,933,707,220,556,660,26.4,26.4,72,6.3,1.17,0.67,0.71,0.014,0.64,0.64,0.66,0.7,0.69,0.71,0.55,0.53,0.29,0.26,149,Nut development,Drip,Arecanut,3131,0,Kharif,149
8297,UP042,29.79,77.89,FLD08297,12664,Arecanut,Plantation,Year-round,Sub-Humid,201,28,204,7.7,0.59,Clay Loam,30,11.2,885,838,371,512,761,28.7,28.7,69,5.8,1.17,0.69,0.74,0.018,0.65,0.65,0.64,0.71,0.72,0.74,0.57,0.57,0.28,0.31,150,Flush,Drip,Arecanut,2779,0,Kharif,150
8299,MP006,31.83,85.95,FLD08299,6100,Arecanut,Plantation,Year-round,Mountain,186,48,214,7.0,0.84,Clay Loam,21,12.8,1930,1646,630,1053,1430,24.8,24.8,80,6.0,1.17,0.67,0.73,0.02,0.63,0.62,0.65,0.7,0.7,0.73,0.52,0.54,0.25,0.29,149,Grand growth,Sprinkler,Arecanut,1531,0,Kharif,149
8305,MH022,19.58,80.68,FLD08305,9916,Arecanut,Plantation,Year-round,Coastal,213,46,200,7.0,0.75,Laterite,24,6.6,2054,1732,680,1362,1561,30.9,30.9,80,5.1,1.17,0.67,0.74,0.024,0.62,0.62,0.65,0.68,0.69,0.74,0.53,0.53,0.32,0.26,169,Flush,Surface,Arecanut,2450,0,Kharif,169
8308,UP043,15.44,84.87,FLD08308,14987,Arecanut,Plantation,Year-round,Humid,192,47,205,5.8,0.8,Laterite,34,8.3,1221,1001,345,654,886,26.0,26.0,83,5.1,1.17,0.69,0.74,0.016,0.64,0.64,0.66,0.71,0.74,0.72,0.54,0.53,0.24,0.31,154,Bulbing,Sprinkler,Arecanut,3732,0,Kharif,154
8310,AP046,21.83,75.94,FLD08310,17495,Arecanut,Plantation,Year-round,Semi-Arid,235,48,238,6.7,0.64,Sandy Clay,25,11.2,523,476,206,338,418,30.6,30.6,55,5.4,1.17,0.67,0.74,0.022,0.63,0.66,0.66,0.67,0.69,0.74,0.54,0.55,0.3,0.23,147,Rhizome development,Drip,Arecanut,4116,0,Kharif,147
8313,RJ012,29.46,88.16,FLD08313,16404,Arecanut,Plantation,Year-round,Semi-Arid,315,47,188,7.6,0.92,Sandy Clay,25,11.9,637,509,175,405,460,29.8,29.8,61,6.0,1.17,0.69,0.73,0.016,0.65,0.64,0.69,0.72,0.69,0.73,0.57,0.53,0.23,0.25,163,Reproductive,Sprinkler,Arecanut,3870,0,Kharif,163
8314,GJ030,30.74,88.03,FLD08314,6084,Arecanut,Plantation,Year-round,Mountain,305,42,197,7.8,0.56,Loam,30,7.2,1620,1275,553,834,1125,22.2,22.2,61,4.9,1.17,0.69,0.74,0.022,0.63,0.65,0.69,0.72,0.72,0.74,0.52,0.56,0.29,0.29,162,Nut development,Sprinkler,Arecanut,1476,0,Kharif,162
8315,MH030,15.31,80.19,FLD08315,11870,Arecanut,Plantation,Year-round,Arid,225,28,177,7.4,0.82,Sandy,25,19.0,467,420,147,268,366,35.5,35.5,47,4.9,1.17,0.67,0.74,0.018,0.62,0.62,0.66,0.67,0.74,0.71,0.51,0.53,0.24,0.26,170,Nut development,Drip,Arecanut,2524,0,Kharif,170
8317,PB020,18.68,79.96,FLD08317,5598,Arecanut,Plantation,Year-round,Humid,218,38,237,6.7,0.74,Loam,22,8.1,3190,2846,1151,2099,2464,28.0,28.0,80,5.8,1.17,0.68,0.74,0.018,0.65,0.61,0.66,0.69,0.72,0.74,0.55,0.51,0.28,0.24,146,Tuber bulking,Surface,Arecanut,1367,0,Kharif,146
8319,AP020,9.17,70.28,FLD08319,12344,Arecanut,Plantation,Year-round,Coastal,207,34,181,7.8,0.9,Clay,26,8.7,831,760,258,502,684,30.1,30.1,81,6.3,1.17,0.69,0.75,0.02,0.65,0.66,0.65,0.69,0.72,0.75,0.57,0.56,0.27,0.31,158,Reproductive,Drip,Arecanut,2737,0,Kharif,158
8321,PB014,29.43,81.64,FLD08321,19866,Arecanut,Plantation,Year-round,Mountain,192,51,188,7.5,0.71,Clay,38,10.1,2861,2272,928,1752,2128,19.9,19.9,66,6.3,1.17,0.67,0.72,0.018,0.63,0.63,0.67,0.67,0.71,0.72,0.52,0.55,0.25,0.29,159,Vegetative,Surface,Arecanut,4461,0,Kharif,159
8323,MP002,15.88,82.36,FLD08323,9377,Arecanut,Plantation,Year-round,Arid,276,48,201,6.9,0.55,Sandy,35,16.2,414,337,142,245,287,30.9,30.9,47,5.6,1.17,0.69,0.74,0.016,0.66,0.62,0.67,0.73,0.69,0.74,0.58,0.54,0.26,0.26,161,Reproductive,Drip,Arecanut,2378,0,Kharif,161
8328,MP001,15.61,75.52,FLD08328,17555,Arecanut,Plantation,Year-round,Sub-Humid,231,32,180,7.1,0.97,Sandy Loam,22,8.3,1012,821,354,653,755,29.8,29.8,75,6.3,1.17,0.68,0.75,0.014,0.64,0.62,0.67,0.71,0.75,0.71,0.53,0.53,0.26,0.29,169,Grain filling,Sprinkler,Arecanut,3858,0,Kharif,169
8329,KA018,18.18,81.45,FLD08329,15074,Arecanut,Plantation,Year-round,Sub-Humid,264,40,173,7.1,0.53,Sandy Clay,33,8.5,883,757,276,497,710,29.1,29.1,76,6.3,1.17,0.67,0.73,0.016,0.62,0.63,0.64,0.69,0.73,0.7,0.53,0.54,0.32,0.23,140,Tuber development,Drip,Arecanut,3770,0,Kharif,140
8330,MH017,12.35,88.73,FLD08330,13297,Arecanut,Plantation,Year-round,Sub-Humid,320,45,185,6.5,0.58,Loam,23,12.1,1146,887,314,625,786,27.2,27.2,69,5.5,1.17,0.69,0.75,0.022,0.64,0.66,0.63,0.71,0.72,0.75,0.56,0.54,0.28,0.25,153,Nut development,Sprinkler,Arecanut,3372,0,Kharif,153
8331,HR010,31.73,75.45,FLD08331,14430,Arecanut,Plantation,Year-round,Mountain,217,31,212,6.6,0.73,Sandy Clay,37,10.4,2443,1870,696,1416,1608,25.9,25.9,72,5.3,1.17,0.68,0.73,0.012,0.64,0.63,0.66,0.71,0.73,0.7,0.54,0.53,0.29,0.26,155,Vegetative,Drip,Arecanut,3485,0,Kharif,155
8332,MH044,24.67,86.89,FLD08332,12981,Arecanut,Plantation,Year-round,Arid,198,52,193,7.3,0.76,Loam,37,20.1,406,373,113,248,326,30.6,30.6,54,5.0,1.17,0.68,0.72,0.012,0.66,0.63,0.68,0.67,0.72,0.72,0.56,0.55,0.31,0.25,170,Flush,Drip,Arecanut,3364,0,Kharif,170
8333,MH007,10.63,71.63,FLD08333,5030,Arecanut,Plantation,Year-round,Semi-Arid,214,38,201,7.3,0.67,Sandy,31,14.7,736,666,220,504,595,30.2,30.2,55,6.2,1.17,0.68,0.72,0.022,0.61,0.64,0.68,0.72,0.71,0.72,0.51,0.53,0.31,0.26,163,Tuber bulking,Sprinkler,Arecanut,1230,0,Kharif,163
8335,MP002,18.02,80.87,FLD08335,9694,Arecanut,Plantation,Year-round,Semi-Arid,315,48,188,6.4,0.73,Sandy,29,11.1,850,778,234,598,704,28.4,28.4,59,5.7,1.17,0.67,0.72,0.012,0.64,0.63,0.64,0.72,0.7,0.7,0.53,0.55,0.3,0.29,143,Pod formation,Drip,Arecanut,2385,0,Kharif,143
8337,PB049,18.29,86.17,FLD08337,13970,Arecanut,Plantation,Year-round,Semi-Arid,200,32,232,7.4,0.76,Clay,29,17.5,518,418,183,303,389,28.9,28.9,57,5.0,1.17,0.69,0.73,0.012,0.66,0.66,0.68,0.72,0.73,0.72,0.57,0.55,0.28,0.26,156,Nut development,Drip,Arecanut,3478,0,Kharif,156
8338,GJ011,28.25,70.64,FLD08338,13690,Arecanut,Plantation,Year-round,Plateau,243,48,233,5.9,0.73,Laterite,22,11.0,1256,1025,407,661,941,26.3,26.3,66,5.6,1.17,0.66,0.72,0.02,0.62,0.62,0.64,0.7,0.69,0.72,0.54,0.53,0.26,0.29,150,Tuber development,Sprinkler,Arecanut,3304,0,Kharif,150
8340,MP030,26.26,71.49,FLD08340,6305,Arecanut,Plantation,Year-round,Humid,213,33,224,6.1,0.86,Laterite,28,7.7,2774,2418,976,1634,2163,27.6,27.6,81,5.4,1.17,0.67,0.72,0.012,0.66,0.62,0.64,0.7,0.71,0.72,0.57,0.53,0.32,0.28,148,Grand growth,Drip,Arecanut,1449,0,Kharif,148
8344,HR036,19.42,87.75,FLD08344,8165,Arecanut,Plantation,Year-round,Sub-Humid,218,43,214,6.9,0.85,Sandy Loam,32,9.1,1104,870,335,672,804,29.6,29.6,68,5.7,1.17,0.67,0.74,0.02,0.64,0.64,0.64,0.68,0.69,0.74,0.54,0.56,0.3,0.3,170,Vegetative,Drip,Arecanut,1885,0,Kharif,170
8347,KA003,24.3,82.09,FLD08347,19478,Arecanut,Plantation,Year-round,Sub-Humid,309,45,197,6.8,0.8,Laterite,27,9.8,1170,933,413,717,825,28.9,28.9,75,5.0,1.17,0.68,0.74,0.014,0.64,0.67,0.66,0.68,0.74,0.71,0.56,0.57,0.32,0.31,144,Nut development,Sprinkler,Arecanut,4757,0,Kharif,144
8351,HR047,23.34,85.75,FLD08351,9436,Arecanut,Plantation,Year-round,Arid,236,46,176,6.9,0.94,Clay Loam,22,21.0,294,236,90,176,206,32.9,32.9,47,5.4,1.17,0.68,0.71,0.016,0.62,0.66,0.66,0.71,0.71,0.7,0.51,0.55,0.32,0.31,167,Tillering,Drip,Arecanut,2860,0,Kharif,167
8352,GJ034,25.58,84.48,FLD08352,14789,Arecanut,Plantation,Year-round,Humid,272,39,220,7.4,0.96,Sandy Loam,34,9.9,1829,1651,633,1279,1558,28.4,28.4,84,6.1,1.17,0.68,0.71,0.012,0.65,0.67,0.65,0.69,0.69,0.71,0.54,0.56,0.28,0.25,155,Rhizome development,Surface,Arecanut,3664,0,Kharif,155
8353,MH050,28.6,71.79,FLD08353,12794,Arecanut,Plantation,Year-round,Arid,266,39,172,5.9,0.96,Loam,27,24.5,490,374,150,276,344,32.0,32.0,52,6.3,1.17,0.69,0.73,0.012,0.65,0.65,0.68,0.73,0.72,0.71,0.57,0.56,0.25,0.23,149,Rhizome development,Drip,Arecanut,2984,0,Kharif,149
8354,KA009,25.41,88.22,FLD08354,8788,Arecanut,Plantation,Year-round,Semi-Arid,228,49,239,6.3,0.57,Loam,30,13.2,692,539,188,414,509,30.8,30.8,66,6.3,1.17,0.68,0.71,0.008,0.65,0.67,0.69,0.69,0.71,0.69,0.57,0.59,0.24,0.31,165,Tillering,Sprinkler,Arecanut,2109,0,Kharif,165
